 "'AS-IS'" 1 
 "A--a" 1 (L 895, off 1) 
 "falls" 5 (L 2115, off 37) (L 2119, off 11) (L 2134, off 0) (L 2144, off 30) (L 2768, off 9) 
 "finding" 5 (L 804, off 13) (L 1026, off 0) (L 2102, off 19) (L 2121, off 33) (L 4339, off 57) 
 "finished" 5 (L 1914, off 5) (L 2435, off 41) (L 2753, off 20) (L 2803, off 62) (L 4069, off 7) 
 "footprints" 5 (L 1059, off 20) (L 1062, off 15) (L 1065, off 14) (L 2021, off 37) (L 2025, off 32) 
 "further" 5 (L 1331, off 6) (L 3354, off 44) (L 3389, off 22) (L 4377, off 8) (L 4824, off 62) 
 "girl" 5 (L 725, off 50) (L 2120, off 34) (L 2149, off 21) (L 2289, off 23) (L 2319, off 56) 
 "gun" 5 (L 1154, off 16) (L 1162, off 43) (L 1246, off 50) (L 1257, off 4) (L 2591, off 17) 
 "hair" 5 (L 291, off 38) (L 302, off 45) (L 747, off 45) (L 1846, off 8) (L 3117, off 47) 
 "hands" 5 (L 839, off 62) (L 951, off 59) (L 1301, off 48) (L 2150, off 4) (L 3613, off 62) 
 "hardly" 5 (L 1117, off 35) (L 1783, off 20) (L 2276, off 7) (L 2307, off 31) (L 3962, off 38) 
 "held" 5 (L 229, off 57) (L 343, off 42) (L 996, off 0) (L 1893, off 14) (L 2765, off 59) 
 "hunt" 5 (L 305, off 42) (L 406, off 0) (L 2216, off 63) (L 4070, off 4) (L 4541, off 9) 
 "insisted" 5 (L 1018, off 44) (L 1668, off 54) (L 2668, off 27) (L 2690, off 39) (L 4378, off 45) 
 "invited" 5 (L 793, off 22) (L 1472, off 36) (L 1906, off 24) (L 2646, off 20) (L 4344, off 47) 
 "kind" 5 (L 599, off 39) (L 823, off 47) (L 1201, off 47) (L 2550, off 28) (L 3137, off 6) 
 "led" 5 (L 1286, off 5) (L 2083, off 40) (L 3607, off 29) (L 3628, off 5) (L 4541, off 35) 
 "light" 5 (L 631, off 30) (L 2825, off 60) (L 3779, off 30) (L 4186, off 0) (L 4187, off 43) 
 "looks" 5 (L 223, off 28) (L 928, off 0) (L 1082, off 19) (L 1114, off 12) (L 2079, off 16) 
 "lots" 5 (L 1326, off 50) (L 1866, off 8) (L 2051, off 57) (L 3142, off 40) (L 3677, off 48) 
 "medium" 5 (L 4768, off 61) (L 4793, off 15) (L 4796, off 60) (L 4818, off 32) (L 4818, off 60) 
 "meet" 5 (L 627, off 67) (L 3415, off 33) (L 3559, off 8) (L 3898, off 4) (L 4911, off 53) 
 "miles" 5 (L 267, off 40) (L 267, off 50) (L 3272, off 11) (L 3899, off 12) (L 3945, off 41) 
 "milk" 5 (L 1553, off 30) (L 2344, off 64) (L 3281, off 37) (L 3615, off 0) (L 4065, off 39) 
 "motor" 5 (L 176, off 64) (L 273, off 38) (L 421, off 12) (L 452, off 8) (L 506, off 12) 
 "nearly" 5 (L 132, off 41) (L 2406, off 36) (L 2412, off 35) (L 2753, off 13) (L 4617, off 48) 
 "number" 5 (L 3789, off 7) (L 3791, off 7) (L 4878, off 0) (L 4902, off 15) (L 4927, off 52) 
 "objected" 5 (L 985, off 49) (L 1239, off 54) (L 1840, off 26) (L 1883, off 0) (L 2536, off 38) 
 "owns" 5 (L 1677, off 24) (L 2669, off 31) (L 3553, off 39) (L 4608, off 4) (L 4664, off 11) 
 "particular" 5 (L 1528, off 3) (L 1819, off 0) (L 1854, off 10) (L 4915, off 0) (L 4944, off 35) 
 "party" 5 (L 1489, off 27) (L 2123, off 58) (L 2276, off 34) (L 2914, off 0) (L 4803, off 38) 
 "picked" 5 (L 367, off 0) (L 884, off 19) (L 1022, off 63) (L 1977, off 27) (L 2132, off 15) 
 "piece" 5 (L 838, off 64) (L 1022, off 10) (L 2223, off 59) (L 2226, off 41) (L 2444, off 14) 
 "play" 5 (L 2278, off 10) (L 3490, off 20) (L 3569, off 8) (L 3575, off 54) (L 3617, off 29) 
 "plenty" 5 (L 167, off 15) (L 669, off 62) (L 1733, off 18) (L 2884, off 14) (L 4091, off 23) 
 "posted" 5 (L 4705, off 0) (L 4714, off 65) (L 4718, off 50) (L 4736, off 0) (L 4878, off 47) 
 "queer" 5 (L 627, off 46) (L 989, off 59) (L 1044, off 37) (L 1110, off 62) (L 2168, off 40) 
 "reason" 5 (L 1636, off 5) (L 2564, off 58) (L 3174, off 12) (L 3661, off 13) (L 4397, off 0) 
 "received" 5 (L 4817, off 38) (L 4818, off 0) (L 4821, off 16) (L 4913, off 18) (L 4923, off 53) 
 "sat" 5 (L 1551, off 9) (L 1937, off 35) (L 2510, off 37) (L 3614, off 9) (L 4266, off 19) 
 "scare" 5 (L 1248, off 43) (L 1255, off 34) (L 2067, off 0) (L 2986, off 11) (L 3314, off 24) 
 "search" 5 (L 428, off 35) (L 468, off 44) (L 2635, off 19) (L 3856, off 7) (L 4947, off 56) 
 "shoemaker" 5 (L 2395, off 12) (L 2463, off 27) (L 2650, off 13) (L 3009, off 0) (L 3236, off 42) 
 "sighed" 5 (L 270, off 54) (L 286, off 15) (L 341, off 32) (L 359, off 25) (L 2259, off 10) 
 "sign" 5 (L 1002, off 7) (L 2737, off 24) (L 3354, off 52) (L 3908, off 55) (L 4215, off 7) 
 "size" 5 (L 131, off 4) (L 1062, off 52) (L 1778, off 37) (L 2751, off 4) (L 2879, off 20) 
 "sleep" 5 (L 2975, off 35) (L 4150, off 54) (L 4228, off 52) (L 4236, off 23) (L 4369, off 29) 
 "slowly" 5 (L 236, off 47) (L 526, off 63) (L 769, off 25) (L 1285, off 22) (L 3131, off 27) 
 "snapped" 5 (L 304, off 18) (L 494, off 18) (L 2516, off 42) (L 2590, off 18) (L 2627, off 3) 
 "soft" 5 (L 508, off 30) (L 514, off 29) (L 2038, off 52) (L 2082, off 62) (L 4046, off 49) 
 "sometimes" 5 (L 1258, off 0) (L 1634, off 26) (L 1879, off 25) (L 2278, off 0) (L 2848, off 26) 
 "speak" 5 (L 1633, off 59) (L 1665, off 58) (L 1966, off 44) (L 2178, off 33) (L 2280, off 60) 
 "stated" 5 (L 191, off 48) (L 1665, off 34) (L 2057, off 56) (L 2319, off 38) (L 4011, off 30) 
 "steer" 5 (L 1340, off 38) (L 1360, off 34) (L 1378, off 37) (L 1384, off 19) 
 "sudden" 5 (L 2143, off 49) (L 2363, off 36) (L 2467, off 20) (L 3475, off 25) (L 3757, off 0) 
 "swell" 5 (L 412, off 40) (L 1402, off 0) (L 3693, off 51) (L 3818, off 48) (L 4349, off 27) 
 "tall" 5 (L 420, off 54) (L 690, off 65) (L 1023, off 17) (L 2375, off 13) (L 2877, off 15) 
 "thumb" 5 (L 2516, off 62) (L 2531, off 28) (L 2590, off 49) (L 2627, off 26) (L 2675, off 24) 
 "tired" 5 (L 1840, off 63) (L 2850, off 21) (L 4150, off 19) (L 4153, off 55) (L 4233, off 10) 
 "tomato" 5 (L 3420, off 26) (L 3431, off 60) (L 3506, off 25) (L 3592, off 32) (L 3603, off 9) 
 "trace" 5 (L 1025, off 15) (L 2021, off 64) (L 2084, off 51) (L 2384, off 0) (L 4175, off 3) 
 "traps" 5 (L 2543, off 11) (L 2559, off 11) (L 2559, off 22) (L 2935, off 31) (L 3306, off 46) (L 3315, off 5) 
 "volunteers" 5 (L 4789, off 26) (L 4843, off 29) (L 4857, off 38) (L 4860, off 44) (L 4884, off 31) 
 "walk" 5 (L 270, off 19) (L 683, off 21) (L 885, off 0) (L 1778, off 49) (L 2024, off 63) 
 "weeding" 5 (L 3419, off 29) (L 3470, off 36) (L 3506, off 32) (L 3509, off 50) (L 3592, off 20) 
 "wet" 5 (L 156, off 7) (L 229, off 38) (L 2152, off 8) (L 2181, off 9) (L 4261, off 51) 
 "whatever" 5 (L 934, off 37) (L 940, off 23) (L 1859, off 22) (L 3095, off 28) (L 3511, off 24) 
 "whom" 5 (L 1334, off 0) (L 1362, off 31) (L 1798, off 50) (L 4307, off 13) (L 4651, off 10) 
 "wished" 5 (L 1964, off 61) (L 3906, off 30) (L 3908, off 32) (L 4576, off 22) (L 4577, off 19) 
 "yard" 5 (L 248, off 14) (L 293, off 40) (L 733, off 31) (L 3677, off 32) (L 4070, off 63) 
 "yesterday" 5 (L 1447, off 5) (L 1569, off 24) (L 1625, off 8) (L 1836, off 28) (L 1859, off 44) 
 "yours" 5 (L 228, off 27) (L 281, off 19) (L 406, off 9) (L 2716, off 16) (L 3060, off 53) 
 "Bailey" 6 (L 3898, off 28) (L 3911, off 19) (L 3933, off 32) (L 3943, off 8) (L 3977, off 50) (L 4075, off 33) 
 "Corners" 6 (L 3898, off 37) (L 3911, off 28) (L 3933, off 41) (L 3943, off 17) (L 3977, off 59) (L 4075, off 42) 
 "First" 6 (L 1111, off 44) (L 1377, off 50) (L 1648, off 1) (L 1849, off 56) (L 3350, off 53) (L 3607, off 1) 
 "Forest" 6 (L 3949, off 27) (L 4119, off 37) (L 4137, off 37) (L 4144, off 55) (L 4385, off 8) (L 4472, off 19) 
 "Oak" 6 (L 3949, off 23) (L 4119, off 33) (L 4137, off 33) (L 4144, off 51) (L 4385, off 4) (L 4472, off 15) 
 "TRAP" 6 (L 111, off 16) (L 112, off 24) (L 2391, off 4) (L 2601, off 12) (L 2793, off 14) (L 2797, off 12) 
 "Unless" 6 (L 656, off 1) (L 983, off 1) (L 2057, off 65) (L 2066, off 43) (L 4246, off 35) (L 4689, off 6) 
 "YOU" 6 (L 4629, off 24) (L 4806, off 7) (L 4806, off 22) (L 4808, off 30) (L 4810, off 10) (L 4811, off 27) 
 "advised" 6 (L 470, off 13) (L 523, off 42) (L 2862, off 24) (L 3696, off 18) (L 3725, off 25) (L 3773, off 9) 
 "airplanes" 6 (L 161, off 43) (L 725, off 28) (L 862, off 40) (L 948, off 0) (L 1106, off 60) (L 1215, off 11) 
 "announced" 6 (L 277, off 60) (L 1000, off 15) (L 4182, off 18) (L 4205, off 25) (L 4310, off 32) (L 4360, off 27) 
 "appear" 6 (L 997, off 0) (L 1107, off 40) (L 1358, off 15) (L 1410, off 17) (L 4568, off 53) (L 4692, off 54) 
 "ask" 6 (L 750, off 46) (L 1412, off 52) (L 2096, off 27) (L 2732, off 34) (L 3182, off 30) (L 3897, off 4) 
 "bear" 6 (L 2566, off 2) (L 2568, off 22) (L 2569, off 35) (L 2572, off 15) (L 2573, off 30) 
 "beginning" 6 (L 1846, off 21) (L 2634, off 25) (L 2913, off 40) (L 3778, off 45) (L 4137, off 4) (L 4719, off 48) 
 "bench" 6 (L 2355, off 4) (L 2379, off 42) (L 2417, off 31) (L 2463, off 58) (L 2510, off 48) (L 2648, off 14) 
 "blanket" 6 (L 4086, off 51) (L 4105, off 38) (L 4140, off 55) (L 4266, off 42) (L 4351, off 0) (L 4366, off 13) 
 "blankets" 6 (L 3890, off 16) (L 3897, off 44) (L 3989, off 27) (L 4071, off 19) (L 4185, off 51) (L 4216, off 46) 
 "brook" 6 (L 2160, off 31) (L 2198, off 45) (L 2247, off 4) (L 2256, off 11) (L 2299, off 4) (L 2325, off 40) 
 "brown" 6 (L 595, off 40) (L 1046, off 56) (L 3089, off 30) (L 3117, off 31) (L 3288, off 0) (L 3359, off 0) 
 "cake" 6 (L 824, off 40) (L 845, off 16) (L 2224, off 10) (L 2226, off 60) (L 2260, off 32) (L 2294, off 22) 
 "captive" 6 (L 2888, off 59) (L 2893, off 0) (L 2960, off 16) (L 3017, off 5) (L 3214, off 0) (L 3238, off 16) 
 "car" 6 (L 1279, off 9) (L 1429, off 63) (L 1440, off 60) (L 3898, off 21) (L 3973, off 40) (L 3999, off 7) 
 "chased" 6 (L 1307, off 17) (L 1309, off 34) (L 1501, off 6) (L 1503, off 10) (L 1624, off 44) (L 1755, off 15) 
 "children" 6 (L 1518, off 62) (L 1563, off 11) (L 1565, off 40) (L 1611, off 5) (L 1633, off 50) (L 2270, off 0) 
 "chocolate" 6 (L 804, off 48) (L 2224, off 0) (L 2226, off 50) (L 2260, off 22) (L 2783, off 0) (L 4365, off 10) 
 "circus" 6 (L 645, off 29) (L 646, off 10) (L 1196, off 47) (L 1236, off 20) (L 1239, off 27) (L 1266, off 63) 
 "close" 6 (L 1209, off 42) (L 2329, off 11) (L 2551, off 53) (L 2582, off 17) (L 3802, off 45) (L 3815, off 12) 
 "comply" 6 (L 4634, off 26) (L 4675, off 26) (L 4709, off 15) (L 4716, off 5) (L 4745, off 11) (L 4777, off 6) 
 "continued" 6 (L 1211, off 56) (L 2249, off 46) (L 3526, off 33) (L 3876, off 5) (L 3954, off 8) (L 4114, off 19) 
 "damage" 6 (L 1678, off 0) (L 2714, off 51) (L 2799, off 41) (L 3162, off 61) (L 4012, off 56) (L 4797, off 39) 
 "dandy" 6 (L 275, off 10) (L 421, off 6) (L 452, off 51) (L 668, off 29) (L 2055, off 10) (L 2722, off 10) 
 "deaf" 6 (L 802, off 51) (L 809, off 30) (L 1587, off 24) (L 2783, off 62) (L 2998, off 25) (L 3185, off 59) 
 "demanded" 6 (L 1973, off 29) (L 2939, off 24) (L 3648, off 12) (L 3729, off 15) (L 3787, off 25) (L 4470, off 38) 
 "disappeared" 6 (L 425, off 34) (L 1132, off 27) (L 1214, off 21) (L 1363, off 0) (L 2109, off 0) (L 4116, off 15) 
 "distance" 6 (L 255, off 45) (L 355, off 12) (L 481, off 13) (L 481, off 44) (L 683, off 34) (L 1268, off 0) 
 "distribution" 6 (L 4632, off 0) (L 4715, off 58) (L 4778, off 5) (L 4844, off 14) (L 4847, off 23) (L 4854, off 49) 
 "drink" 6 (L 1875, off 0) (L 1882, off 20) (L 1886, off 5) (L 1886, off 31) (L 1887, off 51) (L 2110, off 41) 
 "eBook" 6 (L 4, off 5) (L 7, off 10) (L 4616, off 42) (L 4617, off 38) (L 4698, off 5) (L 4701, off 10) 
 "feel" 6 (L 659, off 50) (L 1672, off 8) (L 2981, off 3) (L 3355, off 35) (L 3617, off 7) (L 4228, off 15) 
 "flashlights" 6 (L 3708, off 0) (L 3712, off 0) (L 3897, off 57) (L 3987, off 33) (L 4223, off 26) (L 4285, off 41) 
 "follow" 6 (L 770, off 0) (L 862, off 53) (L 1699, off 20) (L 2003, off 0) (L 2084, off 0) (L 4659, off 37) 
 "foot" 6 (L 313, off 55) (L 511, off 38) (L 526, off 8) (L 528, off 18) (L 684, off 40) (L 2133, off 55) 
 "gets" 6 (L 1811, off 63) (L 3949, off 13) (L 3952, off 59) (L 4064, off 54) (L 4119, off 25) (L 4439, off 18) 
 "gutenberg" 6 (L 7, off 33) (L 4598, off 19) (L 4636, off 7) (L 4701, off 33) (L 4736, off 58) (L 4949, off 16) 
 "half" 6 (L 3421, off 11) (L 3459, off 43) (L 3778, off 31) (L 3946, off 18) (L 4249, off 30) (L 4385, off 25) 
 "happen" 6 (L 198, off 24) (L 1105, off 37) (L 1547, off 0) (L 1609, off 37) (L 3368, off 23) (L 4483, off 12) 
 "hasn" 6 (L 927, off 39) (L 1239, off 11) (L 1764, off 10) (L 1859, off 8) (L 3735, off 13) (L 4043, off 47) 
 "heels" 6 (L 2049, off 34) (L 2050, off 35) (L 3218, off 21) (L 4030, off 0) (L 4032, off 14) (L 4033, off 45) 
 "himself" 6 (L 514, off 0) (L 1868, off 26) (L 1963, off 0) (L 2761, off 19) (L 3425, off 28) (L 4261, off 6) 
 "jelly" 6 (L 793, off 57) (L 796, off 31) (L 811, off 28) (L 819, off 28) (L 830, off 9) (L 837, off 60) 
 "jumped" 6 (L 588, off 8) (L 589, off 3) (L 620, off 4) (L 698, off 64) (L 2256, off 0) (L 3632, off 30) 
 "lay" 6 (L 479, off 29) (L 684, off 29) (L 1709, off 24) (L 2012, off 53) (L 2881, off 47) (L 3816, off 9) 
 "leaped" 6 (L 633, off 33) (L 2936, off 28) (L 3031, off 21) (L 3214, off 8) (L 3219, off 7) (L 4421, off 45) 
 "least" 6 (L 1266, off 9) (L 1311, off 36) (L 2066, off 13) (L 2715, off 3) (L 4024, off 64) (L 4185, off 3) 
 "license" 6 (L 7, off 47) (L 4611, off 51) (L 4621, off 25) (L 4636, off 21) (L 4644, off 33) (L 4701, off 47) 
 "likely" 6 (L 1236, off 6) (L 2287, off 6) (L 2316, off 6) (L 2675, off 58) (L 2708, off 0) (L 4233, off 0) 
 "middle" 6 (L 170, off 19) (L 177, off 57) (L 181, off 25) (L 188, off 4) (L 2750, off 25) (L 4412, off 13) 
 "mistake" 6 (L 1476, off 24) (L 1566, off 19) (L 1568, off 32) (L 2492, off 19) (L 4464, off 14) (L 4466, off 6) 
 "mixed" 6 (L 811, off 55) (L 845, off 5) (L 1111, off 21) (L 1223, off 4) (L 2062, off 13) (L 2649, off 62) 
 "moon" 6 (L 2826, off 4) (L 2913, off 31) (L 3778, off 36) (L 4225, off 15) (L 4263, off 9) (L 4282, off 31) 
 "motors" 6 (L 257, off 51) (L 263, off 28) (L 264, off 1) (L 267, off 0) (L 343, off 11) (L 859, off 18) 
 "neither" 6 (L 565, off 43) (L 2109, off 55) (L 2336, off 4) (L 3448, off 4) (L 3775, off 32) (L 3875, off 18) 
 "ought" 6 (L 517, off 16) (L 1128, off 25) (L 1131, off 53) (L 1737, off 16) (L 3168, off 61) (L 3607, off 66) 
 "ours" 6 (L 187, off 51) (L 1182, off 37) (L 1204, off 29) (L 1507, off 6) (L 1811, off 15) (L 2290, off 18) 
 "pet" 6 (L 1519, off 10) (L 1563, off 22) (L 1565, off 3) (L 1565, off 57) (L 1569, off 15) (L 3359, off 56) 
 "plan" 6 (L 451, off 36) (L 2655, off 45) (L 2657, off 0) (L 2662, off 35) (L 2729, off 0) (L 3717, off 5) 
 "please" 6 (L 811, off 62) (L 824, off 17) (L 1604, off 44) (L 3974, off 0) (L 3996, off 56) (L 4929, off 11) 
 "pointed" 6 (L 837, off 31) (L 1045, off 22) (L 1059, off 4) (L 1485, off 59) (L 2038, off 23) (L 3165, off 38) 
 "quiet" 6 (L 962, off 65) (L 3126, off 25) (L 3128, off 20) (L 3137, off 40) (L 3147, off 4) (L 3761, off 52) 
 "sakes" 6 (L 1190, off 13) (L 1722, off 21) (L 2488, off 62) (L 3054, off 10) (L 4004, off 6) (L 4052, off 6) 
 "saying" 6 (L 283, off 15) (L 1684, off 38) (L 1962, off 48) (L 3399, off 0) (L 4006, off 27) (L 4319, off 47) 
 "show" 6 (L 494, off 53) (L 520, off 12) (L 806, off 0) (L 839, off 18) (L 1267, off 15) (L 2822, off 5) 
 "shut" 6 (L 2661, off 63) (L 2949, off 22) (L 3075, off 61) (L 3172, off 20) (L 3240, off 49) (L 3283, off 62) 
 "sliding" 6 (L 2755, off 29) (L 2756, off 33) (L 2759, off 20) (L 2855, off 13) (L 3075, off 40) (L 3669, off 0) 
 "stream" 6 (L 528, off 50) (L 2133, off 22) (L 2149, off 56) (L 4136, off 40) (L 4194, off 22) (L 4197, off 54) 
 "suppose" 6 (L 226, off 47) (L 869, off 12) (L 1102, off 8) (L 1510, off 12) (L 1609, off 17) (L 3190, off 36) 
 "tail" 6 (L 230, off 35) (L 545, off 50) (L 4308, off 0) (L 4348, off 30) 
 "taking" 6 (L 491, off 49) (L 1665, off 42) (L 1915, off 7) (L 2111, off 0) (L 3931, off 11) (L 4443, off 11) 
 "tax" 6 (L 4758, off 64) (L 4876, off 33) (L 4877, off 50) (L 4880, off 32) (L 4905, off 57) (L 4923, off 26) 
 "thinking" 6 (L 285, off 31) (L 1551, off 24) (L 2647, off 0) (L 2784, off 58) (L 3427, off 29) (L 3442, off 45) 
 "tight" 6 (L 148, off 24) (L 204, off 21) (L 453, off 57) (L 2913, off 20) (L 3061, off 0) (L 3064, off 23) 
 "times" 6 (L 439, off 61) (L 2577, off 64) (L 2683, off 49) (L 3095, off 57) (L 3857, off 8) (L 4502, off 42) 
 "today" 6 (L 216, off 12) (L 317, off 48) (L 813, off 34) (L 1860, off 28) (L 1933, off 28) (L 2130, off 35) 
 "town" 6 (L 1415, off 36) (L 2096, off 18) (L 2336, off 67) (L 2351, off 33) (L 3719, off 3) (L 3898, off 64) 
 "tried" 6 (L 1849, off 64) (L 2083, off 63) (L 2295, off 25) (L 3126, off 16) (L 3130, off 9) (L 3833, off 6) 
 "unless" 6 (L 1092, off 29) (L 1108, off 29) (L 3552, off 48) (L 4615, off 23) (L 4745, off 0) (L 4943, off 0) 
 "white" 6 (L 517, off 53) (L 532, off 36) (L 3089, off 40) (L 3117, off 41) (L 3288, off 10) (L 3359, off 10) 
 "whose" 6 (L 279, off 4) (L 1264, off 22) (L 1355, off 13) (L 4315, off 5) (L 4353, off 43) (L 4470, off 24) 
 "within" 6 (L 466, off 47) (L 3776, off 53) (L 4757, off 18) (L 4765, off 35) (L 4774, off 55) (L 4815, off 31) 
 "wood" 6 (L 499, off 12) (L 674, off 57) (L 896, off 44) (L 3208, off 58) (L 4190, off 39) (L 4379, off 7) 
 "Can" 7 (L 170, off 0) (L 449, off 1) (L 465, off 1) (L 3156, off 1) (L 3793, off 6) (L 4341, off 18) (L 4416, off 1) 
 "Deer" 7 (L 1, off 54) (L 10, off 29) (L 1125, off 38) (L 2807, off 25) (L 3064, off 37) (L 4591, off 60) 
 "Section" 7 (L 4639, off 0) (L 4761, off 26) (L 4785, off 27) (L 4852, off 0) (L 4871, off 0) (L 4897, off 0) (L 4932, off 0) 
 "Though" 7 (L 921, off 0) (L 1148, off 44) (L 2061, off 17) (L 2102, off 1) (L 2638, off 1) (L 3115, off 16) (L 3388, off 0) 
 "Tony" 7 (L 3254, off 61) (L 3279, off 38) (L 3280, off 65) (L 3359, off 24) (L 3366, off 26) (L 3371, off 5) (L 3386, off 28) 
 "able" 7 (L 1997, off 3) (L 2025, off 55) (L 2028, off 27) (L 2087, off 52) (L 2458, off 12) (L 2623, off 29) (L 3949, off 64) 
 "against" 7 (L 502, off 36) (L 520, off 25) (L 1249, off 49) (L 3629, off 25) (L 3634, off 0) (L 3659, off 18) (L 4919, off 0) 
 "agree" 7 (L 4634, off 17) (L 4643, off 62) (L 4645, off 48) (L 4649, off 44) (L 4655, off 0) (L 4766, off 14) (L 4840, off 24) 
 "almost" 7 (L 5, off 0) (L 164, off 14) (L 1778, off 54) (L 2644, off 37) (L 2803, off 55) (L 4315, off 46) (L 4699, off 0) 
 "because" 7 (L 308, off 63) (L 848, off 15) (L 848, off 57) (L 2117, off 6) (L 2999, off 34) (L 4108, off 20) (L 4857, off 0) 
 "bed" 7 (L 513, off 35) (L 707, off 0) (L 1546, off 25) (L 1551, off 19) (L 3672, off 22) (L 3836, off 23) (L 4201, off 41) 
 "between" 7 (L 562, off 61) (L 3868, off 39) (L 3872, off 11) (L 3880, off 18) (L 3946, off 27) (L 4097, off 60) (L 4216, off 0) 
 "butcher" 7 (L 1709, off 0) (L 3175, off 0) (L 3195, off 53) (L 3197, off 21) (L 3335, off 16) (L 3341, off 35) (L 3349, off 47) 
 "charge" 7 (L 1466, off 7) (L 4615, off 0) (L 4616, off 7) (L 4677, off 47) (L 4743, off 15) (L 4747, off 16) (L 4780, off 23) 
 "comes" 7 (L 240, off 6) (L 653, off 8) (L 2614, off 44) (L 3313, off 13) (L 3318, off 57) (L 3384, off 4) (L 4227, off 18) 
 "copies" 7 (L 4616, off 27) (L 4647, off 4) (L 4734, off 11) (L 4747, off 44) (L 4768, off 17) (L 4769, off 56) (L 4842, off 10) 
 "distributing" 7 (L 4612, off 12) (L 4632, off 46) (L 4669, off 9) (L 4683, off 53) (L 4744, off 23) (L 4748, off 13) (L 4803, off 44) 
 "domain" 7 (L 4607, off 31) (L 4620, off 33) (L 4666, off 29) (L 4667, off 33) (L 4704, off 16) (L 4791, off 7) (L 4902, off 32) 
 "eBooks" 7 (L 4615, off 15) (L 4620, off 40) (L 4938, off 13) (L 4941, off 21) (L 4944, off 5) (L 4953, off 48) (L 4954, off 52) 
 "early" 7 (L 1561, off 7) (L 2338, off 18) (L 2972, off 15) (L 2975, off 13) (L 3007, off 60) (L 4160, off 52) (L 4377, off 60) 
 "eating" 7 (L 790, off 16) (L 1153, off 30) (L 1914, off 42) (L 1946, off 46) (L 3364, off 42) (L 4157, off 10) (L 4159, off 56) 
 "expect" 7 (L 333, off 9) (L 420, off 14) (L 2693, off 7) (L 2974, off 8) (L 3075, off 12) (L 3077, off 12) (L 3131, off 0) 
 "eyes" 7 (L 815, off 39) (L 2161, off 0) (L 2263, off 0) (L 2568, off 46) (L 3876, off 45) (L 4262, off 57) (L 4285, off 8) 
 "face" 7 (L 299, off 34) (L 2939, off 56) (L 4104, off 58) (L 4261, off 62) (L 4265, off 44) (L 4273, off 19) (L 4303, off 31) 
 "finger" 7 (L 156, off 13) (L 161, off 4) (L 229, off 46) (L 2517, off 0) (L 2590, off 38) (L 2627, off 15) (L 2675, off 13) 
 "followed" 7 (L 1602, off 34) (L 1606, off 53) (L 1814, off 55) (L 3035, off 10) (L 3236, off 29) (L 3746, off 47) (L 4336, off 0) 
 "following" 7 (L 542, off 0) (L 2067, off 19) (L 3627, off 49) (L 4569, off 26) (L 4691, off 12) (L 4757, off 33) (L 4846, off 50) 
 "friends" 7 (L 566, off 64) (L 742, off 20) (L 1362, off 50) (L 1486, off 28) (L 2120, off 39) (L 3607, off 37) (L 4348, off 10) 
 "homes" 7 (L 1275, off 21) (L 1542, off 57) (L 2328, off 59) (L 2734, off 6) (L 2979, off 18) (L 3807, off 27) (L 3831, off 65) 
 "large" 7 (L 545, off 23) (L 1279, off 35) (L 2901, off 15) (L 3116, off 9) (L 3946, off 43) (L 4283, off 35) (L 4386, off 11) 
 "matter" 7 (L 752, off 12) (L 1903, off 63) (L 2232, off 12) (L 2272, off 12) (L 3642, off 12) (L 3787, off 12) (L 4390, off 12) 
 "means" 7 (L 341, off 6) (L 2043, off 30) (L 3381, off 13) (L 3816, off 0) (L 4607, off 53) (L 4738, off 8) (L 4738, off 40) 
 "mind" 7 (L 2288, off 65) (L 2498, off 40) (L 2610, off 22) (L 3715, off 0) (L 4336, off 20) (L 4373, off 56) (L 4539, off 63) 
 "murmured" 7 (L 460, off 17) (L 1252, off 7) (L 1680, off 10) (L 1902, off 10) (L 2520, off 47) (L 2539, off 15) (L 3285, off 19) 
 "often" 7 (L 485, off 38) (L 804, off 64) (L 1633, off 34) (L 2400, off 59) (L 3175, off 25) (L 3928, off 43) (L 4941, off 32) 
 "park" 7 (L 2126, off 24) (L 3947, off 51) (L 4137, off 27) (L 4138, off 24) (L 4478, off 6) (L 4496, off 6) (L 4510, off 47) 
 "pglaf" 7 (L 4868, off 42) (L 4879, off 7) (L 4887, off 9) (L 4889, off 15) (L 4894, off 13) (L 4915, off 30) (L 4929, off 32) 
 "provide" 7 (L 4733, off 52) (L 4737, off 61) (L 4764, off 6) (L 4772, off 6) (L 4820, off 32) (L 4860, off 36) (L 4864, off 53) 
 "pulled" 7 (L 814, off 0) (L 1951, off 39) (L 1977, off 50) (L 1986, off 7) (L 2151, off 50) (L 3076, off 28) (L 4430, off 0) 
 "reach" 7 (L 366, off 35) (L 542, off 20) (L 690, off 22) (L 1000, off 51) (L 1749, off 29) (L 3037, off 49) (L 4325, off 11) 
 "rear" 7 (L 826, off 57) (L 1470, off 53) (L 1701, off 33) (L 2640, off 19) (L 2647, off 50) (L 2750, off 7) (L 2818, off 0) 
 "stopped" 7 (L 1412, off 41) (L 2530, off 41) (L 2927, off 45) (L 3766, off 5) (L 4114, off 61) (L 4318, off 15) (L 4490, off 25) 
 "story" 7 (L 1237, off 6) (L 1644, off 16) (L 2283, off 22) (L 2348, off 19) (L 2502, off 0) (L 3350, off 45) (L 3474, off 24) 
 "surprised" 7 (L 231, off 3) (L 767, off 30) (L 873, off 47) (L 1146, off 39) (L 1191, off 5) (L 1509, off 58) (L 3232, off 52) 
