 "'AS-IS'" 1 
 "--bootlegging" 1 (L 378, off 50) 
 "replacement" 5 (L 160, off 17) (L 1298, off 43) (L 1587, off 33) (L 1634, off 47) (L 1641, off 39) 
 "science" 5 (L 155, off 39) (L 487, off 30) (L 598, off 3) (L 1352, off 0) (L 1359, off 57) 
 "seemed" 5 (L 488, off 59) (L 1149, off 27) (L 1193, off 5) (L 1194, off 23) (L 1336, off 65) 
 "show" 5 (L 650, off 34) (L 763, off 50) (L 846, off 0) (L 860, off 13) (L 1116, off 59) 
 "showed" 5 (L 202, off 0) (L 261, off 40) (L 458, off 0) (L 842, off 46) (L 874, off 3) 
 "slowly" 5 (L 53, off 0) (L 558, off 35) (L 600, off 53) (L 1019, off 12) (L 1265, off 51) 
 "small" 5 (L 348, off 64) (L 445, off 19) (L 875, off 5) (L 1716, off 54) (L 1736, off 53) 
 "smile" 5 (L 109, off 65) (L 138, off 9) (L 266, off 38) (L 602, off 32) (L 1253, off 39) 
 "smiled" 5 (L 99, off 27) (L 109, off 31) (L 621, off 44) (L 759, off 5) (L 982, off 37) 
 "something" 5 (L 61, off 12) (L 207, off 59) (L 386, off 37) (L 461, off 58) (L 1121, off 44) 
 "spirit" 5 (L 587, off 15) (L 1052, off 42) (L 1112, off 38) (L 1326, off 41) (L 1357, off 65) 
 "stared" 5 (L 443, off 14) (L 532, off 29) (L 607, off 14) (L 678, off 16) (L 1265, off 13) 
 "started" 5 (L 79, off 46) (L 189, off 12) (L 451, off 32) (L 502, off 21) (L 894, off 24) 
 "state" 5 (L 1491, off 14) (L 1649, off 24) (L 1651, off 39) (L 1689, off 0) (L 1727, off 0) 
 "taken" 5 (L 101, off 29) (L 291, off 50) (L 296, off 39) (L 481, off 21) (L 1185, off 19) 
 "until" 5 (L 107, off 0) (L 230, off 25) (L 439, off 0) (L 518, off 13) (L 1361, off 6) 
 "volunteers" 5 (L 1603, off 25) (L 1658, off 40) (L 1672, off 45) (L 1675, off 44) (L 1697, off 0) 
 "within" 5 (L 1053, off 51) (L 1571, off 2) (L 1579, off 32) (L 1588, off 52) (L 1629, off 31) 
 "yet" 5 (L 157, off 10) (L 317, off 27) (L 608, off 13) (L 859, off 13) (L 1083, off 43) 
 "From" 6 (L 124, off 0) (L 344, off 0) (L 503, off 36) (L 714, off 0) (L 955, off 21) (L 1065, off 66) 
 "Honor" 6 (L 688, off 28) (L 744, off 17) (L 767, off 6) (L 961, off 6) (L 1143, off 6) (L 1169, off 17) 
 "It's" 6 (L 135, off 33) (L 213, off 1) (L 213, off 32) (L 242, off 1) (L 752, off 1) (L 975, off 45) 
 "Johnno" 6 (L 396, off 37) (L 401, off 8) (L 405, off 31) (L 409, off 0) (L 422, off 33) (L 434, off 52) 
 "YOU" 6 (L 1438, off 24) (L 1620, off 6) (L 1620, off 21) (L 1622, off 29) (L 1624, off 10) (L 1625, off 27) 
 "began" 6 (L 583, off 19) (L 652, off 13) (L 708, off 23) (L 1030, off 28) (L 1116, off 50) (L 1377, off 0) 
 "black" 6 (L 56, off 50) (L 68, off 8) (L 127, off 24) (L 521, off 17) (L 875, off 11) (L 1191, off 41) 
 "cannot" 6 (L 764, off 8) (L 772, off 37) (L 1612, off 0) (L 1712, off 38) (L 1729, off 9) (L 1734, off 56) 
 "certain" 6 (L 118, off 34) (L 359, off 54) (L 808, off 58) (L 890, off 19) (L 1646, off 47) (L 1647, off 45) 
 "check" 6 (L 8, off 8) (L 162, off 58) (L 1337, off 42) (L 1492, off 0) (L 1513, off 32) (L 1738, off 7) 
 "comply" 6 (L 1443, off 26) (L 1485, off 0) (L 1522, off 62) (L 1529, off 5) (L 1559, off 11) (L 1591, off 6) 
 "criminal" 6 (L 484, off 22) (L 706, off 16) (L 765, off 33) (L 773, off 31) (L 789, off 30) (L 1280, off 31) 
 "distribution" 6 (L 1441, off 0) (L 1528, off 58) (L 1592, off 2) (L 1659, off 26) (L 1662, off 50) (L 1669, off 49) 
 "eBook" 6 (L 3, off 5) (L 6, off 52) (L 1428, off 0) (L 1428, off 63) (L 1508, off 7) (L 1512, off 2) 
 "even" 6 (L 373, off 53) (L 440, off 39) (L 446, off 11) (L 529, off 48) (L 1059, off 3) (L 1466, off 0) 
 "fees" 6 (L 167, off 39) (L 247, off 20) (L 1520, off 37) (L 1620, off 0) (L 1661, off 16) (L 1723, off 45) 
 "fingerprints" 6 (L 705, off 0) (L 709, off 5) (L 725, off 0) (L 732, off 39) (L 733, off 0) (L 756, off 21) 
 "front" 6 (L 65, off 15) (L 297, off 52) (L 399, off 24) (L 533, off 0) (L 666, off 0) (L 1153, off 60) 
 "given" 6 (L 385, off 23) (L 411, off 12) (L 934, off 8) (L 991, off 61) (L 1127, off 41) (L 1430, off 64) 
 "great" 6 (L 508, off 0) (L 559, off 40) (L 575, off 66) (L 794, off 24) (L 1125, off 5) (L 1352, off 53) 
 "guilty" 6 (L 169, off 16) (L 170, off 61) (L 1318, off 47) (L 1322, off 38) (L 1325, off 33) (L 1363, off 0) 
 "hair" 6 (L 67, off 60) (L 127, off 37) (L 127, off 50) (L 211, off 6) (L 578, off 12) (L 1191, off 47) 
 "hands" 6 (L 65, off 48) (L 578, off 64) (L 1141, off 25) (L 1193, off 52) (L 1241, off 11) (L 1265, off 40) 
 "jurors" 6 (L 479, off 22) (L 580, off 31) (L 601, off 0) (L 727, off 4) (L 851, off 20) (L 1349, off 14) 
 "knew" 6 (L 261, off 7) (L 290, off 27) (L 366, off 51) (L 499, off 10) (L 1184, off 44) (L 1233, off 5) 
 "legal" 6 (L 471, off 43) (L 778, off 20) (L 961, off 31) (L 1278, off 59) (L 1619, off 60) (L 1661, off 10) 
 "line" 6 (L 1164, off 10) (L 1164, off 52) (L 1172, off 37) (L 1280, off 23) (L 1296, off 65) (L 1303, off 29) 
 "lips" 6 (L 129, off 14) (L 201, off 32) (L 602, off 50) (L 1193, off 0) (L 1243, off 14) (L 1253, off 11) 
 "make" 6 (L 761, off 62) (L 1069, off 29) (L 1292, off 57) (L 1650, off 34) (L 1734, off 63) (L 1761, off 17) 
 "medical" 6 (L 155, off 31) (L 570, off 27) (L 840, off 0) (L 884, off 0) (L 934, off 22) (L 1127, off 17) 
 "name" 6 (L 819, off 0) (L 890, off 57) (L 903, off 43) (L 1144, off 31) (L 1197, off 23) (L 1484, off 21) 
 "never" 6 (L 247, off 3) (L 316, off 33) (L 1058, off 35) (L 1272, off 55) (L 1286, off 62) (L 1333, off 27) 
 "off" 6 (L 93, off 28) (L 282, off 3) (L 284, off 30) (L 540, off 55) (L 1088, off 12) (L 1192, off 41) 
 "once" 6 (L 68, off 0) (L 473, off 61) (L 650, off 9) (L 690, off 59) (L 968, off 41) (L 1102, off 16) 
 "replied" 6 (L 121, off 24) (L 627, off 14) (L 736, off 0) (L 759, off 17) (L 937, off 17) (L 984, off 47) 
 "say" 6 (L 290, off 62) (L 532, off 12) (L 533, off 30) (L 654, off 5) (L 1052, off 61) (L 1393, off 35) 
 "self" 6 (L 1056, off 10) (L 1057, off 52) (L 1059, off 50) (L 1060, off 16) (L 1260, off 8) (L 1260, off 61) 
 "take" 6 (L 443, off 52) (L 618, off 3) (L 648, off 17) (L 724, off 41) (L 1328, off 20) (L 1385, off 8) 
 "tax" 6 (L 1572, off 45) (L 1689, off 33) (L 1690, off 49) (L 1692, off 23) (L 1717, off 57) (L 1735, off 26) 
 "testimony" 6 (L 483, off 41) (L 767, off 49) (L 1235, off 17) (L 1283, off 28) (L 1355, off 13) (L 1386, off 0) 
 "tried" 6 (L 270, off 7) (L 299, off 17) (L 353, off 38) (L 1087, off 14) (L 1230, off 26) (L 1362, off 41) 
 "understand" 6 (L 572, off 57) (L 945, off 8) (L 1075, off 58) (L 1076, off 44) (L 1086, off 24) (L 1451, off 50) 
 "upon" 6 (L 826, off 47) (L 1008, off 42) (L 1009, off 0) (L 1129, off 26) (L 1553, off 20) (L 1712, off 29) 
 "using" 6 (L 8, off 67) (L 1441, off 37) (L 1450, off 19) (L 1454, off 44) (L 1514, off 21) (L 1566, off 51) 
 "walked" 6 (L 112, off 3) (L 121, off 39) (L 201, off 0) (L 462, off 59) (L 606, off 36) (L 1019, off 5) 
 "witnesses" 6 (L 175, off 42) (L 494, off 46) (L 616, off 58) (L 694, off 36) (L 828, off 25) (L 1184, off 31) 
 "woman" 6 (L 266, off 0) (L 328, off 46) (L 627, off 54) (L 646, off 0) (L 665, off 10) (L 678, off 10) 
 "world" 6 (L 4, off 24) (L 394, off 66) (L 1047, off 38) (L 1251, off 40) (L 1300, off 59) (L 1509, off 26) 
 "young" 6 (L 125, off 52) (L 627, off 48) (L 645, off 64) (L 665, off 4) (L 678, off 4) (L 863, off 36) 
 "I've" 7 (L 175, off 29) (L 176, off 43) (L 198, off 1) (L 242, off 28) (L 411, off 7) (L 416, off 24) (L 1222, off 1) 
 "Section" 7 (L 1447, off 0) (L 1575, off 2) (L 1599, off 50) (L 1667, off 0) (L 1684, off 18) (L 1709, off 0) (L 1743, off 0) 
 "There" 7 (L 615, off 58) (L 738, off 1) (L 879, off 33) (L 1053, off 42) (L 1351, off 1) (L 1464, off 50) (L 1467, off 21) 
 "agree" 7 (L 1443, off 17) (L 1451, off 62) (L 1453, off 47) (L 1457, off 52) (L 1464, off 0) (L 1580, off 11) (L 1655, off 23) 
 "also" 7 (L 785, off 18) (L 818, off 55) (L 919, off 15) (L 1052, off 35) (L 1057, off 60) (L 1489, off 59) (L 1638, off 19) 
 "bone" 7 (L 69, off 52) (L 122, off 11) (L 905, off 37) (L 909, off 0) (L 909, off 39) (L 909, off 50) (L 909, off 62) 
 "both" 7 (L 65, off 43) (L 126, off 24) (L 477, off 34) (L 792, off 62) (L 1190, off 63) (L 1529, off 17) (L 1597, off 5) 
 "called" 7 (L 277, off 10) (L 396, off 26) (L 705, off 48) (L 763, off 16) (L 878, off 38) (L 1046, off 48) (L 1124, off 14) 
 "chair" 7 (L 263, off 11) (L 399, off 15) (L 572, off 0) (L 1183, off 18) (L 1189, off 51) (L 1270, off 38) (L 1373, off 25) 
 "charge" 7 (L 719, off 9) (L 1426, off 27) (L 1427, off 35) (L 1487, off 21) (L 1557, off 14) (L 1561, off 15) (L 1594, off 22) 
 "come" 7 (L 149, off 13) (L 416, off 34) (L 477, off 14) (L 955, off 54) (L 1085, off 8) (L 1389, off 50) (L 1678, off 43) 
 "copies" 7 (L 1427, off 55) (L 1455, off 12) (L 1548, off 17) (L 1561, off 43) (L 1582, off 2) (L 1583, off 37) (L 1657, off 10) 
 "days" 7 (L 162, off 0) (L 1033, off 0) (L 1171, off 59) (L 1571, off 12) (L 1579, off 42) (L 1588, off 62) (L 1629, off 41) 
 "defense" 7 (L 508, off 44) (L 568, off 39) (L 594, off 5) (L 642, off 24) (L 703, off 20) (L 781, off 9) (L 1293, off 7) 
 "distributing" 7 (L 1423, off 38) (L 1441, off 46) (L 1478, off 43) (L 1494, off 0) (L 1558, off 23) (L 1562, off 13) (L 1617, off 44) 
 "doctor" 7 (L 886, off 22) (L 903, off 33) (L 912, off 63) (L 961, off 57) (L 966, off 51) (L 975, off 20) (L 982, off 4) 
 "don't" 7 (L 135, off 52) (L 159, off 3) (L 171, off 15) (L 186, off 18) (L 284, off 7) (L 316, off 3) (L 545, off 3) 
 "down" 7 (L 300, off 4) (L 473, off 7) (L 912, off 9) (L 1140, off 54) (L 1265, off 20) (L 1329, off 0) (L 1353, off 17) 
 "eBooks" 7 (L 1426, off 42) (L 1431, off 64) (L 1748, off 33) (L 1751, off 21) (L 1754, off 17) (L 1762, off 48) (L 1763, off 52) 
 "gold" 7 (L 66, off 4) (L 262, off 40) (L 300, off 61) (L 348, off 32) (L 510, off 53) (L 579, off 9) (L 1372, off 22) 
 "including" 7 (L 1546, off 59) (L 1619, off 50) (L 1661, off 0) (L 1671, off 10) (L 1716, off 19) (L 1740, off 5) (L 1761, off 0) 
 "just" 7 (L 148, off 31) (L 160, off 64) (L 260, off 23) (L 277, off 17) (L 939, off 43) (L 1222, off 58) (L 1320, off 33) 
 "lines" 7 (L 79, off 22) (L 1158, off 42) (L 1163, off 22) (L 1165, off 57) (L 1205, off 44) (L 1238, off 51) (L 1249, off 14) 
 "located" 7 (L 7, off 35) (L 8, off 52) (L 1477, off 26) (L 1489, off 51) (L 1512, off 55) (L 1514, off 6) (L 1698, off 34) 
 "many" 7 (L 148, off 4) (L 304, off 12) (L 705, off 32) (L 1087, off 0) (L 1300, off 39) (L 1316, off 54) (L 1723, off 40) 
 "means" 7 (L 191, off 4) (L 588, off 50) (L 850, off 20) (L 1102, off 23) (L 1419, off 4) (L 1552, off 31) (L 1552, off 63) 
 "moved" 7 (L 57, off 64) (L 575, off 39) (L 577, off 18) (L 616, off 45) (L 902, off 29) (L 1042, off 46) (L 1226, off 36) 
 "next" 7 (L 635, off 34) (L 781, off 4) (L 845, off 44) (L 871, off 55) (L 1032, off 56) (L 1071, off 4) (L 1227, off 37) 
 "nodded" 7 (L 97, off 31) (L 196, off 5) (L 645, off 5) (L 659, off 5) (L 666, off 64) (L 937, off 5) (L 1024, off 46) 
 "paused" 7 (L 272, off 3) (L 519, off 59) (L 575, off 51) (L 577, off 28) (L 600, off 23) (L 1347, off 5) (L 1381, off 40) 
 "paying" 7 (L 307, off 15) (L 314, off 18) (L 323, off 20) (L 420, off 7) (L 1041, off 22) (L 1421, off 38) (L 1520, off 26) 
 "permission" 7 (L 1421, off 15) (L 1427, off 9) (L 1518, off 51) (L 1524, off 7) (L 1528, off 9) (L 1532, off 16) (L 1596, off 49) 
 "place" 7 (L 294, off 19) (L 570, off 17) (L 1051, off 8) (L 1061, off 0) (L 1065, off 53) (L 1341, off 51) (L 1489, off 31) 
 "please" 7 (L 724, off 34) (L 750, off 10) (L 799, off 25) (L 891, off 0) (L 979, off 30) (L 1197, off 29) (L 1741, off 8) 
 "prove" 7 (L 452, off 40) (L 569, off 3) (L 597, off 16) (L 602, off 65) (L 772, off 13) (L 828, off 38) (L 847, off 55) 
 "provide" 7 (L 1547, off 55) (L 1552, off 13) (L 1578, off 6) (L 1586, off 6) (L 1634, off 37) (L 1675, off 36) (L 1679, off 53) 
 "record" 7 (L 376, off 36) (L 385, off 47) (L 722, off 9) (L 752, off 18) (L 762, off 60) (L 769, off 0) (L 1386, off 41) 
 "should" 7 (L 449, off 29) (L 692, off 34) (L 961, off 64) (L 1318, off 21) (L 1393, off 17) (L 1407, off 16) (L 1573, off 11) 
 "silence" 7 (L 200, off 38) (L 579, off 58) (L 605, off 27) (L 611, off 4) (L 830, off 28) (L 1140, off 21) (L 1310, off 4) 
 "sure" 7 (L 130, off 41) (L 682, off 26) (L 939, off 6) (L 951, off 17) (L 1203, off 18) (L 1222, off 53) (L 1318, off 60) 
 "taking" 7 (L 161, off 22) (L 180, off 4) (L 494, off 57) (L 836, off 40) (L 859, off 37) (L 1177, off 12) (L 1302, off 0) 
 "well" 7 (L 175, off 23) (L 755, off 38) (L 778, off 10) (L 792, off 24) (L 1311, off 0) (L 1316, off 40) (L 1381, off 12) 
 "Corfino's" 8 (L 169, off 6) (L 290, off 0) (L 717, off 54) (L 890, off 32) (L 914, off 44) (L 944, off 61) (L 955, off 5) (L 1189, off 5) 
 "Court" 8 (L 470, off 45) (L 583, off 51) (L 750, off 32) (L 778, off 59) (L 939, off 16) (L 962, off 22) (L 1171, off 49) (L 1179, off 45) 
 "Then" 8 (L 205, off 0) (L 346, off 1) (L 540, off 1) (L 556, off 1) (L 605, off 36) (L 685, off 23) (L 888, off 1) (L 1011, off 1) 
 "They" 8 (L 144, off 24) (L 366, off 46) (L 966, off 1) (L 1033, off 6) (L 1034, off 13) (L 1036, off 39) (L 1241, off 59) (L 1430, off 27) 
 "Why" 8 (L 100, off 45) (L 161, off 51) (L 179, off 61) (L 224, off 1) (L 500, off 13) (L 507, off 22) (L 543, off 1) (L 1138, off 1) 
 "across" 8 (L 58, off 16) (L 110, off 37) (L 138, off 29) (L 144, off 58) (L 272, off 18) (L 520, off 64) (L 1328, off 38) (L 1369, off 20) 
 "associated" 8 (L 1408, off 13) (L 1442, off 19) (L 1463, off 11) (L 1484, off 26) (L 1505, off 30) (L 1522, off 11) (L 1537, off 23) (L 1658, off 51) 
 "away" 8 (L 5, off 38) (L 101, off 58) (L 180, off 14) (L 336, off 23) (L 451, off 9) (L 606, off 27) (L 1306, off 40) (L 1510, off 52) 
 "bank" 8 (L 104, off 29) (L 176, off 9) (L 232, off 14) (L 336, off 37) (L 624, off 37) (L 654, off 41) (L 662, off 24) (L 1218, off 14) 
 "between" 8 (L 170, off 24) (L 201, off 7) (L 294, off 44) (L 387, off 30) (L 732, off 25) (L 843, off 11) (L 1262, off 36) (L 1357, off 53) 
 "brought" 8 (L 143, off 22) (L 304, off 0) (L 999, off 0) (L 1012, off 56) (L 1040, off 0) (L 1119, off 37) (L 1343, off 30) (L 1355, off 23) 
 "first" 8 (L 73, off 48) (L 255, off 45) (L 304, off 44) (L 416, off 13) (L 703, off 14) (L 1046, off 0) (L 1295, off 38) (L 1353, off 50) 
 "forth" 8 (L 1422, off 30) (L 1459, off 49) (L 1525, off 17) (L 1541, off 40) (L 1596, off 8) (L 1599, off 41) (L 1641, off 65) (L 1648, off 45) 
 "got" 8 (L 175, off 34) (L 176, off 48) (L 206, off 61) (L 279, off 11) (L 316, off 39) (L 333, off 55) (L 527, off 5) (L 1230, off 55) 
 "himself" 8 (L 99, off 37) (L 131, off 33) (L 704, off 29) (L 741, off 51) (L 880, off 25) (L 1272, off 18) (L 1304, off 28) (L 1337, off 31) 
 "method" 8 (L 709, off 52) (L 765, off 23) (L 773, off 21) (L 785, off 25) (L 788, off 48) (L 845, off 18) (L 848, off 41) (L 1566, off 61) 
 "own" 8 (L 412, off 27) (L 449, off 43) (L 575, off 15) (L 792, off 45) (L 935, off 5) (L 1167, off 45) (L 1313, off 59) (L 1357, off 5) 
 "part" 8 (L 754, off 11) (L 762, off 42) (L 903, off 53) (L 1076, off 26) (L 1422, off 64) (L 1450, off 29) (L 1536, off 56) (L 1540, off 24) 
 "parts" 8 (L 4, off 11) (L 755, off 55) (L 889, off 17) (L 890, off 8) (L 972, off 20) (L 1075, off 29) (L 1298, off 55) (L 1509, off 13) 
 "people" 8 (L 232, off 36) (L 458, off 53) (L 951, off 41) (L 1231, off 11) (L 1300, off 44) (L 1463, off 60) (L 1673, off 5) (L 1757, off 5) 
 "quietly" 8 (L 204, off 60) (L 310, off 18) (L 594, off 28) (L 971, off 28) (L 1194, off 0) (L 1241, off 39) (L 1269, off 25) (L 1340, off 31) 
 "received" 8 (L 244, off 38) (L 393, off 16) (L 884, off 26) (L 1631, off 38) (L 1632, off 0) (L 1635, off 25) (L 1725, off 18) (L 1735, off 53) 
 "refund" 8 (L 1458, off 49) (L 1578, off 21) (L 1586, off 58) (L 1630, off 10) (L 1635, off 10) (L 1637, off 60) (L 1638, off 52) (L 1641, off 54) 
 "right" 8 (L 364, off 25) (L 635, off 28) (L 975, off 8) (L 1156, off 37) (L 1220, off 8) (L 1371, off 54) (L 1478, off 8) (L 1641, off 30) 
 "sat" 8 (L 143, off 61) (L 148, off 22) (L 253, off 67) (L 300, off 0) (L 391, off 41) (L 513, off 26) (L 1189, off 32) (L 1371, off 7) 
 "skin" 8 (L 110, off 48) (L 128, off 13) (L 156, off 60) (L 202, off 37) (L 328, off 38) (L 754, off 45) (L 1148, off 32) (L 1243, off 4) 
 "some" 8 (L 206, off 34) (L 240, off 18) (L 333, off 19) (L 411, off 22) (L 584, off 16) (L 665, off 38) (L 986, off 25) (L 1006, off 50) 
 "used" 8 (L 788, off 60) (L 791, off 17) (L 838, off 62) (L 889, off 28) (L 1155, off 57) (L 1426, off 15) (L 1463, off 0) (L 1549, off 49) 
 "words" 8 (L 265, off 8) (L 566, off 20) (L 998, off 63) (L 1036, off 53) (L 1243, off 52) (L 1245, off 13) (L 1349, off 63) (L 1397, off 29) 
 "Attorney" 9 (L 143, off 13) (L 480, off 13) (L 601, off 49) (L 611, off 42) (L 696, off 33) (L 741, off 35) (L 1178, off 13) (L 1292, off 48) (L 1316, off 27) 
 "Clendenning" 9 (L 880, off 49) (L 883, off 5) (L 896, off 37) (L 914, off 5) (L 922, off 4) (L 930, off 4) (L 944, off 14) (L 971, off 5) (L 988, off 4) 
 "Jake's" 9 (L 138, off 62) (L 189, off 40) (L 399, off 33) (L 486, off 0) (L 497, off 0) (L 614, off 27) (L 898, off 0) (L 1098, off 6) (L 1152, off 47) 
 "Murrow" 9 (L 60, off 63) (L 99, off 20) (L 277, off 3) (L 279, off 27) (L 506, off 46) (L 510, off 20) (L 514, off 7) (L 856, off 24) (L 1376, off 63) 
 "Now" 9 (L 153, off 0) (L 182, off 1) (L 327, off 0) (L 430, off 1) (L 652, off 0) (L 724, off 1) (L 788, off 21) (L 1179, off 11) (L 1241, off 0) 
 "When" 9 (L 295, off 37) (L 336, off 1) (L 457, off 0) (L 580, off 39) (L 729, off 9) (L 804, off 1) (L 1030, off 0) (L 1313, off 0) (L 1348, off 28) 
 "again" 9 (L 88, off 65) (L 138, off 23) (L 189, off 20) (L 487, off 44) (L 600, off 30) (L 968, off 46) (L 1088, off 61) (L 1182, off 5) (L 1396, off 24) 
 "asked" 9 (L 279, off 34) (L 329, off 7) (L 486, off 61) (L 506, off 53) (L 622, off 34) (L 971, off 22) (L 1125, off 60) (L 1197, off 43) (L 1295, off 15) 
 "blood" 9 (L 781, off 66) (L 786, off 0) (L 791, off 41) (L 793, off 0) (L 801, off 42) (L 817, off 33) (L 910, off 51) (L 1166, off 8) (L 1342, off 30) 
 "ever" 9 (L 214, off 0) (L 242, off 33) (L 416, off 29) (L 572, off 52) (L 745, off 17) (L 1095, off 58) (L 1210, off 10) (L 1360, off 57) (L 1377, off 55) 
 "forward" 9 (L 70, off 28) (L 300, off 33) (L 574, off 63) (L 598, off 19) (L 647, off 17) (L 727, off 18) (L 827, off 60) (L 988, off 56) (L 1349, off 42) 
 "moment" 9 (L 185, off 59) (L 579, off 48) (L 605, off 17) (L 661, off 58) (L 776, off 6) (L 941, off 27) (L 982, off 25) (L 1287, off 29) (L 1373, off 41) 
 "now" 9 (L 73, off 32) (L 285, off 19) (L 663, off 8) (L 685, off 0) (L 919, off 60) (L 972, off 48) (L 1172, off 0) (L 1361, off 50) (L 1376, off 33) 
 "office" 9 (L 144, off 0) (L 149, off 28) (L 218, off 55) (L 298, off 57) (L 303, off 61) (L 341, off 30) (L 391, off 52) (L 1695, off 27) (L 1698, off 24) 
 "person" 9 (L 591, off 59) (L 955, off 38) (L 1049, off 10) (L 1052, off 25) (L 1304, off 46) (L 1459, off 0) (L 1631, off 27) (L 1633, off 35) (L 1635, off 63) 
 "point" 9 (L 89, off 47) (L 566, off 47) (L 684, off 21) (L 848, off 0) (L 891, off 13) (L 1011, off 17) (L 1282, off 9) (L 1303, off 5) (L 1310, off 56) 
 "stood" 9 (L 69, off 7) (L 210, off 12) (L 363, off 5) (L 426, off 36) (L 605, off 5) (L 1140, off 12) (L 1148, off 56) (L 1242, off 49) (L 1257, off 12) 
 "toward" 9 (L 53, off 7) (L 267, off 0) (L 309, off 24) (L 487, off 23) (L 645, off 34) (L 742, off 11) (L 873, off 7) (L 912, off 52) (L 930, off 23) 
 "use" 9 (L 3, off 22) (L 261, off 20) (L 1428, off 54) (L 1508, off 24) (L 1524, off 26) (L 1528, off 50) (L 1566, off 6) (L 1567, off 14) (L 1583, off 6) 
 "why" 9 (L 135, off 62) (L 207, off 31) (L 228, off 17) (L 269, off 59) (L 316, off 14) (L 403, off 16) (L 481, off 8) (L 961, off 44) (L 1184, off 60) 
 "I'm" 10 (L 167, off 1) (L 275, off 5) (L 281, off 32) (L 284, off 46) (L 401, off 31) (L 407, off 1) (L 556, off 6) (L 682, off 10) (L 682, off 18) (L 984, off 1) 
 "License" 10 (L 6, off 25) (L 1444, off 21) (L 1486, off 56) (L 1502, off 51) (L 1511, off 43) (L 1531, off 43) (L 1536, off 0) (L 1543, off 13) (L 1555, off 26) (L 1581, off 2) 
 "Man" 10 (L 42, off 32) (L 1045, off 0) (L 1072, off 6) (L 1072, off 44) (L 1074, off 59) (L 1076, off 0) (L 1078, off 0) (L 1262, off 44) (L 1272, off 6) (L 1358, off 11) 
 "access" 10 (L 1456, off 57) (L 1469, off 40) (L 1482, off 5) (L 1502, off 10) (L 1521, off 28) (L 1542, off 26) (L 1547, off 63) (L 1557, off 31) (L 1562, off 0) (L 1583, off 21) 
 "came" 10 (L 295, off 56) (L 304, off 63) (L 370, off 51) (L 403, off 22) (L 488, off 29) (L 635, off 55) (L 966, off 6) (L 1033, off 11) (L 1034, off 18) (L 1374, off 0) 
 "fee" 10 (L 161, off 46) (L 372, off 47) (L 1456, off 26) (L 1459, off 38) (L 1551, off 54) (L 1557, off 23) (L 1561, off 35) (L 1565, off 20) (L 1567, off 58) (L 1594, off 31) 
 "gutenberg" 10 (L 7, off 4) (L 1409, off 19) (L 1445, off 4) (L 1512, off 25) (L 1551, off 5) (L 1684, off 4) (L 1701, off 21) (L 1727, off 16) (L 1741, off 26) (L 1758, off 14) 
 "head" 10 (L 66, off 9) (L 300, off 66) (L 348, off 37) (L 426, off 15) (L 434, off 17) (L 450, off 66) (L 579, off 14) (L 606, off 11) (L 894, off 54) (L 1205, off 28) 
 "long" 10 (L 200, off 55) (L 210, off 67) (L 366, off 61) (L 409, off 13) (L 521, off 11) (L 578, off 0) (L 903, off 13) (L 1024, off 21) (L 1347, off 34) (L 1479, off 61) 
 "only" 10 (L 269, off 43) (L 572, off 13) (L 903, off 8) (L 986, off 8) (L 993, off 59) (L 1073, off 7) (L 1317, off 41) (L 1387, off 10) (L 1462, off 59) (L 1748, off 45) 
 "paid" 10 (L 141, off 9) (L 245, off 22) (L 411, off 38) (L 1323, off 56) (L 1456, off 19) (L 1459, off 29) (L 1570, off 66) (L 1578, off 41) (L 1587, off 12) (L 1630, off 43) 
 "paragraph" 10 (L 1459, off 58) (L 1467, off 0) (L 1470, off 22) (L 1541, off 49) (L 1555, off 50) (L 1559, off 23) (L 1569, off 40) (L 1586, off 34) (L 1615, off 39) (L 1642, off 3) 
 "reporters" 10 (L 218, off 4) (L 253, off 4) (L 296, off 17) (L 360, off 9) (L 366, off 4) (L 380, off 31) (L 477, off 0) (L 647, off 0) (L 691, off 37) (L 1254, off 7) 
 "still" 10 (L 129, off 24) (L 263, off 56) (L 498, off 36) (L 504, off 39) (L 565, off 6) (L 764, off 56) (L 1035, off 0) (L 1063, off 42) (L 1186, off 65) (L 1351, off 10) 
 "thought" 10 (L 126, off 61) (L 200, off 27) (L 598, off 42) (L 775, off 48) (L 982, off 11) (L 1035, off 21) (L 1036, off 16) (L 1043, off 58) (L 1098, off 36) (L 1112, off 26) 
 "under" 10 (L 5, off 56) (L 124, off 5) (L 827, off 12) (L 1098, off 0) (L 1152, off 41) (L 1242, off 59) (L 1511, off 2) (L 1569, off 29) (L 1618, off 29) (L 1688, off 44) 
 "way" 10 (L 412, off 31) (L 545, off 38) (L 616, off 38) (L 661, off 48) (L 824, off 25) (L 1121, off 0) (L 1192, off 0) (L 1234, off 10) (L 1442, off 37) (L 1463, off 29) 
 "went" 10 (L 178, off 57) (L 277, off 34) (L 438, off 5) (L 493, off 15) (L 518, off 41) (L 594, off 20) (L 724, off 15) (L 728, off 12) (L 1309, off 9) (L 1396, off 46) 
 "cane" 11 (L 66, off 21) (L 89, off 60) (L 301, off 7) (L 348, off 49) (L 579, off 26) (L 684, off 34) (L 891, off 36) (L 898, off 7) (L 902, off 24) (L 912, off 18) (L 968, off 23) 
