 "'AS-IS'"
 "--bootlegging"(L 378, off 50) 
 "himself"(L 99, off 37) (L 131, off 33) (L 704, off 29) (L 741, off 51) (L 880, off 25) (L 1272, off 18) (L 1304, off 28) (L 1337, off 31) 
 "method"(L 709, off 52) (L 765, off 23) (L 773, off 21) (L 785, off 25) (L 788, off 48) (L 845, off 18) (L 848, off 41) (L 1566, off 61) 
 "own"(L 412, off 27) (L 449, off 43) (L 575, off 15) (L 792, off 45) (L 935, off 5) (L 1167, off 45) (L 1313, off 59) (L 1357, off 5) 
 "part"(L 754, off 11) (L 762, off 42) (L 903, off 53) (L 1076, off 26) (L 1422, off 64) (L 1450, off 29) (L 1536, off 56) (L 1540, off 24) 
 "parts"(L 4, off 11) (L 755, off 55) (L 889, off 17) (L 890, off 8) (L 972, off 20) (L 1075, off 29) (L 1298, off 55) (L 1509, off 13) 
 "people"(L 232, off 36) (L 458, off 53) (L 951, off 41) (L 1231, off 11) (L 1300, off 44) (L 1463, off 60) (L 1673, off 5) (L 1757, off 5) 
 "quietly"(L 204, off 60) (L 310, off 18) (L 594, off 28) (L 971, off 28) (L 1194, off 0) (L 1241, off 39) (L 1269, off 25) (L 1340, off 31) 
 "received"(L 244, off 38) (L 393, off 16) (L 884, off 26) (L 1631, off 38) (L 1632, off 0) (L 1635, off 25) (L 1725, off 18) (L 1735, off 53) 
 "refund"(L 1458, off 49) (L 1578, off 21) (L 1586, off 58) (L 1630, off 10) (L 1635, off 10) (L 1637, off 60) (L 1638, off 52) (L 1641, off 54) 
 "right"(L 364, off 25) (L 635, off 28) (L 975, off 8) (L 1156, off 37) (L 1220, off 8) (L 1371, off 54) (L 1478, off 8) (L 1641, off 30) 
 "sat"(L 143, off 61) (L 148, off 22) (L 253, off 67) (L 300, off 0) (L 391, off 41) (L 513, off 26) (L 1189, off 32) (L 1371, off 7) 
 "skin"(L 110, off 48) (L 128, off 13) (L 156, off 60) (L 202, off 37) (L 328, off 38) (L 754, off 45) (L 1148, off 32) (L 1243, off 4) 
 "some"(L 206, off 34) (L 240, off 18) (L 333, off 19) (L 411, off 22) (L 584, off 16) (L 665, off 38) (L 986, off 25) (L 1006, off 50) 
 "used"(L 788, off 60) (L 791, off 17) (L 838, off 62) (L 889, off 28) (L 1155, off 57) (L 1426, off 15) (L 1463, off 0) (L 1549, off 49) 
 "words"(L 265, off 8) (L 566, off 20) (L 998, off 63) (L 1036, off 53) (L 1243, off 52) (L 1245, off 13) (L 1349, off 63) (L 1397, off 29) 
 "Attorney"(L 143, off 13) (L 480, off 13) (L 601, off 49) (L 611, off 42) (L 696, off 33) (L 741, off 35) (L 1178, off 13) (L 1292, off 48) (L 1316, off 27) 
 "Clendenning"(L 880, off 49) (L 883, off 5) (L 896, off 37) (L 914, off 5) (L 922, off 4) (L 930, off 4) (L 944, off 14) (L 971, off 5) (L 988, off 4) 
 "Jake's"(L 138, off 62) (L 189, off 40) (L 399, off 33) (L 486, off 0) (L 497, off 0) (L 614, off 27) (L 898, off 0) (L 1098, off 6) (L 1152, off 47) 
 "Murrow"(L 60, off 63) (L 99, off 20) (L 277, off 3) (L 279, off 27) (L 506, off 46) (L 510, off 20) (L 514, off 7) (L 856, off 24) (L 1376, off 63) 
 "Now"(L 153, off 0) (L 182, off 1) (L 327, off 0) (L 430, off 1) (L 652, off 0) (L 724, off 1) (L 788, off 21) (L 1179, off 11) (L 1241, off 0) 
 "When"(L 295, off 37) (L 336, off 1) (L 457, off 0) (L 580, off 39) (L 729, off 9) (L 804, off 1) (L 1030, off 0) (L 1313, off 0) (L 1348, off 28) 
 "again"(L 88, off 65) (L 138, off 23) (L 189, off 20) (L 487, off 44) (L 600, off 30) (L 968, off 46) (L 1088, off 61) (L 1182, off 5) (L 1396, off 24) 
 "asked"(L 279, off 34) (L 329, off 7) (L 486, off 61) (L 506, off 53) (L 622, off 34) (L 971, off 22) (L 1125, off 60) (L 1197, off 43) (L 1295, off 15) 
 "blood"(L 781, off 66) (L 786, off 0) (L 791, off 41) (L 793, off 0) (L 801, off 42) (L 817, off 33) (L 910, off 51) (L 1166, off 8) (L 1342, off 30) 
 "ever"(L 214, off 0) (L 242, off 33) (L 416, off 29) (L 572, off 52) (L 745, off 17) (L 1095, off 58) (L 1210, off 10) (L 1360, off 57) (L 1377, off 55) 
 "forward"(L 70, off 28) (L 300, off 33) (L 574, off 63) (L 598, off 19) (L 647, off 17) (L 727, off 18) (L 827, off 60) (L 988, off 56) (L 1349, off 42) 
 "moment"(L 185, off 59) (L 579, off 48) (L 605, off 17) (L 661, off 58) (L 776, off 6) (L 941, off 27) (L 982, off 25) (L 1287, off 29) (L 1373, off 41) 
 "now"(L 73, off 32) (L 285, off 19) (L 663, off 8) (L 685, off 0) (L 919, off 60) (L 972, off 48) (L 1172, off 0) (L 1361, off 50) (L 1376, off 33) 
 "office"(L 144, off 0) (L 149, off 28) (L 218, off 55) (L 298, off 57) (L 303, off 61) (L 341, off 30) (L 391, off 52) (L 1695, off 27) (L 1698, off 24) 
 "person"(L 591, off 59) (L 955, off 38) (L 1049, off 10) (L 1052, off 25) (L 1304, off 46) (L 1459, off 0) (L 1631, off 27) (L 1633, off 35) (L 1635, off 63) 
 "point"(L 89, off 47) (L 566, off 47) (L 684, off 21) (L 848, off 0) (L 891, off 13) (L 1011, off 17) (L 1282, off 9) (L 1303, off 5) (L 1310, off 56) 
 "stood"(L 69, off 7) (L 210, off 12) (L 363, off 5) (L 426, off 36) (L 605, off 5) (L 1140, off 12) (L 1148, off 56) (L 1242, off 49) (L 1257, off 12) 
 "toward"(L 53, off 7) (L 267, off 0) (L 309, off 24) (L 487, off 23) (L 645, off 34) (L 742, off 11) (L 873, off 7) (L 912, off 52) (L 930, off 23) 
 "use"(L 3, off 22) (L 261, off 20) (L 1428, off 54) (L 1508, off 24) (L 1524, off 26) (L 1528, off 50) (L 1566, off 6) (L 1567, off 14) (L 1583, off 6) 
 "why"(L 135, off 62) (L 207, off 31) (L 228, off 17) (L 269, off 59) (L 316, off 14) (L 403, off 16) (L 481, off 8) (L 961, off 44) (L 1184, off 60) 
 "I'm"(L 167, off 1) (L 275, off 5) (L 281, off 32) (L 284, off 46) (L 401, off 31) (L 407, off 1) (L 556, off 6) (L 682, off 10) (L 682, off 18) (L 984, off 1) 
 "License"(L 6, off 25) (L 1444, off 21) (L 1486, off 56) (L 1502, off 51) (L 1511, off 43) (L 1531, off 43) (L 1536, off 0) (L 1543, off 13) (L 1555, off 26) (L 1581, off 2) 
 "Man"(L 42, off 32) (L 1045, off 0) (L 1072, off 6) (L 1072, off 44) (L 1074, off 59) (L 1076, off 0) (L 1078, off 0) (L 1262, off 44) (L 1272, off 6) (L 1358, off 11) 
 "access"(L 1456, off 57) (L 1469, off 40) (L 1482, off 5) (L 1502, off 10) (L 1521, off 28) (L 1542, off 26) (L 1547, off 63) (L 1557, off 31) (L 1562, off 0) (L 1583, off 21) 
 "came"(L 295, off 56) (L 304, off 63) (L 370, off 51) (L 403, off 22) (L 488, off 29) (L 635, off 55) (L 966, off 6) (L 1033, off 11) (L 1034, off 18) (L 1374, off 0) 
 "fee"(L 161, off 46) (L 372, off 47) (L 1456, off 26) (L 1459, off 38) (L 1551, off 54) (L 1557, off 23) (L 1561, off 35) (L 1565, off 20) (L 1567, off 58) (L 1594, off 31) 
 "gutenberg"(L 7, off 4) (L 1409, off 19) (L 1445, off 4) (L 1512, off 25) (L 1551, off 5) (L 1684, off 4) (L 1701, off 21) (L 1727, off 16) (L 1741, off 26) (L 1758, off 14) 
 "head"(L 66, off 9) (L 300, off 66) (L 348, off 37) (L 426, off 15) (L 434, off 17) (L 450, off 66) (L 579, off 14) (L 606, off 11) (L 894, off 54) (L 1205, off 28) 
 "long"(L 200, off 55) (L 210, off 67) (L 366, off 61) (L 409, off 13) (L 521, off 11) (L 578, off 0) (L 903, off 13) (L 1024, off 21) (L 1347, off 34) (L 1479, off 61) 
 "only"(L 269, off 43) (L 572, off 13) (L 903, off 8) (L 986, off 8) (L 993, off 59) (L 1073, off 7) (L 1317, off 41) (L 1387, off 10) (L 1462, off 59) (L 1748, off 45) 
 "paid"(L 141, off 9) (L 245, off 22) (L 411, off 38) (L 1323, off 56) (L 1456, off 19) (L 1459, off 29) (L 1570, off 66) (L 1578, off 41) (L 1587, off 12) (L 1630, off 43) 
 "paragraph"(L 1459, off 58) (L 1467, off 0) (L 1470, off 22) (L 1541, off 49) (L 1555, off 50) (L 1559, off 23) (L 1569, off 40) (L 1586, off 34) (L 1615, off 39) (L 1642, off 3) 
 "reporters"(L 218, off 4) (L 253, off 4) (L 296, off 17) (L 360, off 9) (L 366, off 4) (L 380, off 31) (L 477, off 0) (L 647, off 0) (L 691, off 37) (L 1254, off 7) 
 "still"(L 129, off 24) (L 263, off 56) (L 498, off 36) (L 504, off 39) (L 565, off 6) (L 764, off 56) (L 1035, off 0) (L 1063, off 42) (L 1186, off 65) (L 1351, off 10) 
 "thought"(L 126, off 61) (L 200, off 27) (L 598, off 42) (L 775, off 48) (L 982, off 11) (L 1035, off 21) (L 1036, off 16) (L 1043, off 58) (L 1098, off 36) (L 1112, off 26) 
 "under"(L 5, off 56) (L 124, off 5) (L 827, off 12) (L 1098, off 0) (L 1152, off 41) (L 1242, off 59) (L 1511, off 2) (L 1569, off 29) (L 1618, off 29) (L 1688, off 44) 
 "way"(L 412, off 31) (L 545, off 38) (L 616, off 38) (L 661, off 48) (L 824, off 25) (L 1121, off 0) (L 1192, off 0) (L 1234, off 10) (L 1442, off 37) (L 1463, off 29) 
 "went"(L 178, off 57) (L 277, off 34) (L 438, off 5) (L 493, off 15) (L 518, off 41) (L 594, off 20) (L 724, off 15) (L 728, off 12) (L 1309, off 9) (L 1396, off 46) 
 "cane"(L 66, off 21) (L 89, off 60) (L 301, off 7) (L 348, off 49) (L 579, off 26) (L 684, off 34) (L 891, off 36) (L 898, off 7) (L 902, off 24) (L 912, off 18) (L 968, off 23) 
 "court"(L 67, off 0) (L 106, off 65) (L 392, off 39) (L 457, off 5) (L 464, off 52) (L 476, off 58) (L 646, off 63) (L 691, off 31) (L 878, off 11) (L 1030, off 5) (L 1333, off 17) 
 "how"(L 261, off 32) (L 499, off 15) (L 540, off 7) (L 548, off 10) (L 837, off 44) (L 1184, off 53) (L 1300, off 35) (L 1682, off 23) (L 1761, off 10) (L 1762, off 20) (L 1762, off 60) 
 "laws"(L 8, off 18) (L 1049, off 57) (L 1489, off 19) (L 1490, off 42) (L 1492, off 10) (L 1513, off 42) (L 1688, off 54) (L 1693, off 13) (L 1693, off 35) (L 1720, off 50) (L 1736, off 32) 
 "org"(L 7, off 14) (L 1409, off 29) (L 1445, off 14) (L 1512, off 35) (L 1551, off 15) (L 1684, off 14) (L 1701, off 31) (L 1707, off 18) (L 1727, off 26) (L 1741, off 36) (L 1758, off 24) 
 "see"(L 62, off 60) (L 135, off 58) (L 161, off 6) (L 545, off 17) (L 788, off 3) (L 1002, off 21) (L 1130, off 51) (L 1251, off 49) (L 1387, off 0) (L 1387, off 31) (L 1682, off 64) 
 "too"(L 55, off 32) (L 153, off 22) (L 204, off 40) (L 284, off 35) (L 284, off 54) (L 290, off 66) (L 445, off 0) (L 860, off 46) (L 1237, off 22) (L 1316, off 36) (L 1316, off 50) 
 "trial"(L 506, off 23) (L 517, off 18) (L 569, off 17) (L 663, off 41) (L 762, off 54) (L 859, off 28) (L 1167, off 49) (L 1339, off 13) (L 1343, off 41) (L 1355, off 43) (L 1386, off 35) 
 "District"(L 143, off 4) (L 298, off 37) (L 480, off 4) (L 523, off 29) (L 601, off 40) (L 611, off 33) (L 696, off 24) (L 741, off 26) (L 1178, off 4) (L 1278, off 4) (L 1292, off 39) (L 1316, off 18) 
 "Hayward"(L 97, off 19) (L 467, off 23) (L 469, off 48) (L 610, off 42) (L 685, off 62) (L 715, off 40) (L 851, off 37) (L 930, off 36) (L 964, off 6) (L 1024, off 6) (L 1237, off 40) (L 1309, off 43) 
 "continued"(L 342, off 0) (L 409, off 46) (L 493, off 46) (L 499, off 34) (L 535, off 23) (L 602, off 3) (L 661, off 14) (L 694, off 5) (L 827, off 41) (L 1290, off 5) (L 1340, off 21) (L 1348, off 44) 
 "defendant"(L 622, off 20) (L 663, off 23) (L 752, off 55) (L 802, off 0) (L 818, off 40) (L 852, off 0) (L 884, off 42) (L 919, off 34) (L 1011, off 36) (L 1176, off 57) (L 1289, off 10) (L 1318, off 37) 
 "donations"(L 1575, off 32) (L 1672, off 60) (L 1682, off 44) (L 1713, off 26) (L 1716, off 60) (L 1721, off 25) (L 1724, off 43) (L 1731, off 30) (L 1734, off 14) (L 1735, off 43) (L 1740, off 55) (L 1761, off 22) 
 "each"(L 144, off 47) (L 464, off 20) (L 482, off 30) (L 691, off 57) (L 875, off 23) (L 903, off 48) (L 1043, off 16) (L 1125, off 33) (L 1330, off 29) (L 1336, off 3) (L 1386, off 53) (L 1571, off 27) 
 "full"(L 691, off 13) (L 762, off 0) (L 1466, off 32) (L 1486, off 30) (L 1502, off 25) (L 1535, off 45) (L 1542, off 40) (L 1555, off 0) (L 1578, off 16) (L 1580, off 37) (L 1586, off 53) (L 1692, off 45) 
 "human"(L 598, off 36) (L 972, off 34) (L 993, off 12) (L 1049, off 4) (L 1052, off 19) (L 1056, off 4) (L 1057, off 46) (L 1071, off 56) (L 1095, off 17) (L 1299, off 0) (L 1330, off 3) (L 1383, off 37) 
 "our"(L 507, off 68) (L 569, off 65) (L 771, off 24) (L 1120, off 25) (L 1121, off 57) (L 1131, off 7) (L 1381, off 0) (L 1381, off 65) (L 1736, off 49) (L 1757, off 21) (L 1762, off 40) (L 1763, off 13) 
 "stand"(L 65, off 36) (L 262, off 58) (L 645, off 53) (L 729, off 59) (L 835, off 47) (L 879, off 26) (L 1019, off 36) (L 1030, off 58) (L 1084, off 40) (L 1124, off 55) (L 1153, off 29) (L 1162, off 39) 
 "trademark"(L 66, off 44) (L 857, off 26) (L 1425, off 12) (L 1425, off 57) (L 1433, off 0) (L 1453, off 1) (L 1462, off 41) (L 1525, off 0) (L 1568, off 43) (L 1599, off 0) (L 1617, off 13) (L 1656, off 0) 
 "turned"(L 97, off 3) (L 266, off 64) (L 439, off 34) (L 606, off 20) (L 640, off 34) (L 685, off 46) (L 835, off 20) (L 912, off 28) (L 931, off 49) (L 959, off 5) (L 1088, off 5) (L 1088, off 46) 
 "voice"(L 72, off 16) (L 317, off 35) (L 329, off 35) (L 359, off 36) (L 523, off 55) (L 565, off 29) (L 580, off 58) (L 652, off 60) (L 748, off 16) (L 1334, off 58) (L 1348, off 59) (L 1377, off 23) 
 "www"(L 7, off 0) (L 28, off 40) (L 1409, off 15) (L 1412, off 40) (L 1445, off 0) (L 1512, off 21) (L 1551, off 1) (L 1684, off 0) (L 1701, off 17) (L 1727, off 12) (L 1741, off 22) (L 1758, off 10) 
 "Archive"(L 1472, off 36) (L 1570, off 21) (L 1574, off 21) (L 1576, off 11) (L 1597, off 41) (L 1616, off 19) (L 1679, off 19) (L 1682, off 0) (L 1685, off 9) (L 1687, off 31) (L 1692, off 0) (L 1710, off 9) (L 1762, off 0) 
 "His"(L 266, off 29) (L 385, off 36) (L 395, off 41) (L 440, off 58) (L 444, off 55) (L 566, off 10) (L 615, off 4) (L 1116, off 0) (L 1185, off 35) (L 1191, off 31) (L 1237, off 49) (L 1243, off 10) (L 1310, off 52) 
 "Literary"(L 1472, off 27) (L 1570, off 12) (L 1574, off 12) (L 1576, off 2) (L 1597, off 32) (L 1616, off 10) (L 1679, off 10) (L 1681, off 55) (L 1685, off 0) (L 1687, off 22) (L 1691, off 61) (L 1710, off 0) (L 1761, off 57) 
 "answer"(L 93, off 9) (L 264, off 61) (L 310, off 0) (L 317, off 0) (L 349, off 32) (L 558, off 12) (L 676, off 0) (L 871, off 12) (L 957, off 16) (L 962, off 4) (L 964, off 54) (L 1229, off 61) (L 1365, off 49) 
 "jury"(L 230, off 48) (L 476, off 17) (L 516, off 49) (L 566, off 4) (L 872, off 9) (L 999, off 46) (L 1019, off 49) (L 1227, off 11) (L 1237, off 4) (L 1278, off 39) (L 1313, off 35) (L 1336, off 22) (L 1376, off 5) 
 "looked"(L 157, off 25) (L 194, off 17) (L 272, off 11) (L 309, off 5) (L 440, off 5) (L 468, off 0) (L 600, off 46) (L 691, off 47) (L 735, off 11) (L 930, off 16) (L 1136, off 18) (L 1190, off 56) (L 1266, off 13) 
 "more"(L 176, off 57) (L 380, off 15) (L 393, off 27) (L 495, off 18) (L 495, off 36) (L 853, off 44) (L 857, off 40) (L 1058, off 0) (L 1092, off 52) (L 1094, off 54) (L 1143, off 67) (L 1377, off 29) (L 1681, off 22) 
 "old"(L 118, off 16) (L 126, off 0) (L 153, off 17) (L 161, off 63) (L 284, off 58) (L 309, off 50) (L 395, off 67) (L 503, off 68) (L 533, off 42) (L 692, off 26) (L 1396, off 65) (L 1415, off 52) (L 1671, off 30) 
 "over"(L 65, off 61) (L 100, off 16) (L 178, off 62) (L 207, off 18) (L 254, off 28) (L 300, off 52) (L 468, off 21) (L 559, off 59) (L 579, off 0) (L 675, off 44) (L 775, off 67) (L 821, off 41) (L 1205, off 16) 
 "question"(L 73, off 54) (L 83, off 37) (L 143, off 42) (L 304, off 50) (L 507, off 12) (L 666, off 49) (L 861, off 4) (L 871, off 27) (L 979, off 13) (L 1092, off 27) (L 1227, off 42) (L 1229, off 41) (L 1233, off 15) 
 "same"(L 143, off 37) (L 259, off 43) (L 478, off 0) (L 662, off 67) (L 673, off 25) (L 675, off 15) (L 680, off 15) (L 738, off 64) (L 793, off 25) (L 847, off 65) (L 1012, off 24) (L 1099, off 16) (L 1486, off 0) 
 "than"(L 153, off 33) (L 156, off 41) (L 213, off 49) (L 281, off 17) (L 853, off 54) (L 857, off 45) (L 991, off 52) (L 1081, off 21) (L 1095, off 31) (L 1149, off 62) (L 1377, off 50) (L 1549, off 6) (L 1595, off 66) 
 "there"(L 121, off 47) (L 177, off 45) (L 290, off 32) (L 503, off 29) (L 570, off 5) (L 652, off 20) (L 696, off 0) (L 732, off 4) (L 875, off 60) (L 961, off 20) (L 1149, off 49) (L 1166, off 46) (L 1397, off 9) 
 "And"(L 129, off 47) (L 177, off 41) (L 435, off 53) (L 448, off 11) (L 493, off 0) (L 624, off 1) (L 919, off 1) (L 949, off 1) (L 1002, off 1) (L 1124, off 0) (L 1133, off 1) (L 1245, off 0) (L 1322, off 1) (L 1361, off 25) 
 "morning"(L 56, off 56) (L 251, off 35) (L 289, off 5) (L 327, off 30) (L 392, off 0) (L 457, off 32) (L 464, off 25) (L 624, off 49) (L 654, off 53) (L 662, off 36) (L 697, off 53) (L 871, off 60) (L 1143, off 48) (L 1170, off 0) 
 "must"(L 484, off 31) (L 1069, off 24) (L 1072, off 10) (L 1345, off 4) (L 1454, off 33) (L 1502, off 59) (L 1522, off 57) (L 1529, off 0) (L 1551, off 25) (L 1554, off 51) (L 1570, off 58) (L 1581, off 15) (L 1596, off 37) (L 1632, off 44) 
 "such"(L 445, off 12) (L 448, off 40) (L 746, off 37) (L 998, off 16) (L 1050, off 51) (L 1056, off 48) (L 1129, off 63) (L 1297, off 28) (L 1334, off 8) (L 1429, off 23) (L 1573, off 39) (L 1581, off 28) (L 1608, off 19) (L 1731, off 55) 
 "two"(L 56, off 65) (L 103, off 53) (L 144, off 7) (L 232, off 32) (L 298, off 20) (L 340, off 62) (L 594, off 60) (L 815, off 5) (L 843, off 23) (L 995, off 3) (L 999, off 29) (L 1032, off 61) (L 1045, off 38) (L 1231, off 7) 
 "where"(L 8, off 38) (L 60, off 31) (L 635, off 42) (L 791, off 22) (L 835, off 54) (L 841, off 14) (L 859, off 17) (L 949, off 5) (L 1034, off 52) (L 1072, off 0) (L 1489, off 37) (L 1513, off 62) (L 1725, off 0) (L 1729, off 61) 
 "States"(L 3, off 59) (L 7, off 57) (L 1419, off 36) (L 1421, off 0) (L 1431, off 52) (L 1476, off 0) (L 1477, off 7) (L 1477, off 48) (L 1491, off 61) (L 1497, off 27) (L 1508, off 61) (L 1513, off 9) (L 1520, off 11) (L 1722, off 0) (L 1736, off 19) 
 "This"(L 3, off 0) (L 46, off 32) (L 222, off 1) (L 416, off 1) (L 440, off 0) (L 744, off 38) (L 767, off 34) (L 778, off 1) (L 833, off 1) (L 1170, off 10) (L 1339, off 1) (L 1407, off 6) (L 1408, off 0) (L 1508, off 2) (L 1760, off 0) 
 "Tony's"(L 117, off 0) (L 316, off 64) (L 328, off 23) (L 349, off 25) (L 376, off 29) (L 380, off 51) (L 848, off 12) (L 850, off 3) (L 1148, off 40) (L 1154, off 3) (L 1156, off 30) (L 1205, off 21) (L 1225, off 0) (L 1241, off 4) (L 1284, off 0) 
 "United"(L 3, off 52) (L 7, off 50) (L 1419, off 29) (L 1420, off 63) (L 1431, off 45) (L 1475, off 56) (L 1477, off 0) (L 1477, off 41) (L 1491, off 54) (L 1497, off 20) (L 1508, off 54) (L 1513, off 2) (L 1520, off 4) (L 1721, off 59) (L 1736, off 12) 
 "back"(L 210, off 58) (L 344, off 9) (L 372, off 61) (L 392, off 60) (L 438, off 10) (L 532, off 43) (L 606, off 43) (L 771, off 45) (L 835, off 27) (L 931, off 56) (L 1020, off 0) (L 1084, off 20) (L 1088, off 53) (L 1141, off 13) (L 1192, off 36) 
 "before"(L 8, off 60) (L 230, off 37) (L 270, off 30) (L 277, off 22) (L 464, off 33) (L 479, off 29) (L 498, off 0) (L 584, off 9) (L 591, off 30) (L 675, off 59) (L 776, off 13) (L 1229, off 50) (L 1333, off 33) (L 1493, off 10) (L 1514, off 14) 
 "copy"(L 5, off 21) (L 715, off 12) (L 717, off 37) (L 725, off 50) (L 1420, off 33) (L 1456, off 46) (L 1503, off 25) (L 1510, off 35) (L 1539, off 14) (L 1552, off 23) (L 1552, off 52) (L 1553, off 15) (L 1587, off 45) (L 1634, off 59) (L 1638, off 11) 
 "last"(L 192, off 0) (L 204, off 29) (L 222, off 12) (L 244, off 66) (L 447, off 0) (L 478, off 25) (L 535, off 67) (L 624, off 60) (L 654, off 64) (L 662, off 47) (L 806, off 20) (L 1183, off 43) (L 1216, off 31) (L 1267, off 13) (L 1319, off 13) 
 "set"(L 201, off 37) (L 735, off 27) (L 879, off 53) (L 1004, off 17) (L 1152, off 34) (L 1156, off 50) (L 1186, off 46) (L 1422, off 26) (L 1459, off 45) (L 1525, off 13) (L 1541, off 36) (L 1596, off 4) (L 1599, off 37) (L 1641, off 61) (L 1648, off 41) 
 "through"(L 56, off 38) (L 327, off 18) (L 519, off 5) (L 561, off 34) (L 666, off 37) (L 818, off 14) (L 837, off 19) (L 1150, off 11) (L 1225, off 44) (L 1273, off 51) (L 1296, off 26) (L 1309, off 14) (L 1329, off 5) (L 1523, off 49) (L 1529, off 39) 
 "when"(L 143, off 51) (L 261, off 12) (L 309, off 41) (L 367, off 11) (L 439, off 26) (L 462, off 41) (L 533, off 34) (L 565, off 35) (L 830, off 43) (L 872, off 0) (L 1064, off 0) (L 1111, off 45) (L 1133, off 47) (L 1227, off 16) (L 1486, off 64) 
 "years"(L 145, off 26) (L 145, off 57) (L 200, off 60) (L 266, off 22) (L 450, off 40) (L 577, off 0) (L 718, off 66) (L 857, off 56) (L 925, off 25) (L 992, off 41) (L 1071, off 22) (L 1080, off 0) (L 1316, off 59) (L 1385, off 13) (L 1747, off 37) 
 "But"(L 128, off 65) (L 205, off 38) (L 207, off 27) (L 275, off 1) (L 373, off 45) (L 380, off 0) (L 447, off 30) (L 479, off 54) (L 488, off 6) (L 927, off 1) (L 1052, off 11) (L 1057, off 38) (L 1193, off 44) (L 1359, off 0) (L 1380, off 1) (L 1389, off 1) 
 "What"(L 76, off 1) (L 85, off 1) (L 194, off 1) (L 205, off 63) (L 236, off 1) (L 482, off 42) (L 487, off 1) (L 491, off 1) (L 533, off 15) (L 813, off 1) (L 924, off 1) (L 979, off 59) (L 1090, off 1) (L 1176, off 1) 
 "could"(L 72, off 29) (L 87, off 21) (L 125, off 31) (L 151, off 17) (L 374, off 20) (L 375, off 47) (L 443, off 46) (L 533, off 20) (L 838, off 53) (L 860, off 51) (L 1034, off 62) (L 1086, off 14) (L 1234, off 30) (L 1300, off 65) (L 1746, off 59) 
 "time"(L 363, off 51) (L 364, off 31) (L 416, off 19) (L 479, off 63) (L 647, off 51) (L 718, off 27) (L 779, off 41) (L 809, off 15) (L 1054, off 59) (L 1061, off 9) (L 1099, off 21) (L 1169, off 56) (L 1295, off 44) (L 1353, off 56) (L 1362, off 7) (L 1381, off 4) 
 "without"(L 161, off 36) (L 162, off 38) (L 165, off 24) (L 342, off 39) (L 366, off 19) (L 488, off 34) (L 778, off 36) (L 1035, off 30) (L 1421, off 7) (L 1421, off 30) (L 1466, off 5) (L 1487, off 13) (L 1520, off 18) (L 1540, off 54) (L 1639, off 0) (L 1712, off 53) 
 "agreement"(L 1453, off 22) (L 1454, off 18) (L 1458, off 21) (L 1464, off 39) (L 1466, off 51) (L 1469, off 0) (L 1483, off 43) (L 1485, off 30) (L 1493, off 0) (L 1591, off 42) (L 1596, off 22) (L 1618, off 40) (L 1648, off 59) (L 1649, off 49) (L 1650, off 0) (L 1652, off 42) (L 1658, off 21) 
 "body"(L 70, off 49) (L 756, off 0) (L 853, off 22) (L 890, off 42) (L 902, off 61) (L 972, off 40) (L 993, off 18) (L 1012, off 47) (L 1049, off 22) (L 1073, off 49) (L 1102, off 5) (L 1110, off 5) (L 1120, off 51) (L 1284, off 7) (L 1299, off 6) (L 1303, off 63) (L 1342, off 6) 
 "did"(L 48, off 28) (L 236, off 11) (L 275, off 21) (L 460, off 32) (L 811, off 3) (L 813, off 6) (L 944, off 32) (L 949, off 11) (L 955, off 45) (L 998, off 40) (L 1075, off 50) (L 1237, off 30) (L 1269, off 37) (L 1269, off 57) (L 1292, off 31) (L 1360, off 45) (L 1361, off 54) 
 "know"(L 171, off 4) (L 175, off 5) (L 182, off 33) (L 238, off 16) (L 281, off 5) (L 316, off 9) (L 323, off 8) (L 403, off 3) (L 538, off 5) (L 548, off 5) (L 671, off 12) (L 859, off 4) (L 951, off 26) (L 1269, off 50) (L 1270, off 2) (L 1730, off 47) 
 "most"(L 4, off 0) (L 67, off 11) (L 242, off 10) (L 373, off 62) (L 480, off 42) (L 488, off 10) (L 648, off 26) (L 709, off 38) (L 744, off 50) (L 765, off 7) (L 771, off 7) (L 951, off 36) (L 1059, off 15) (L 1325, off 63) (L 1465, off 28) (L 1490, off 50) (L 1509, off 2) 
 "them"(L 170, off 32) (L 200, off 8) (L 201, off 15) (L 207, off 9) (L 412, off 7) (L 443, off 36) (L 527, off 28) (L 529, off 64) (L 533, off 9) (L 561, off 5) (L 695, off 14) (L 695, off 62) (L 725, off 25) (L 872, off 59) (L 890, off 62) (L 891, off 19) (L 945, off 42) 
 "would"(L 102, off 21) (L 367, off 28) (L 367, off 38) (L 583, off 3) (L 695, off 3) (L 746, off 22) (L 756, off 34) (L 927, off 34) (L 984, off 15) (L 1008, off 16) (L 1022, off 48) (L 1083, off 63) (L 1130, off 8) (L 1190, off 20) (L 1226, off 62) (L 1303, off 11) (L 1319, off 0) 
 "what"(L 63, off 20) (L 125, off 13) (L 205, off 42) (L 488, off 54) (L 568, off 30) (L 750, off 46) (L 764, off 48) (L 866, off 49) (L 944, off 27) (L 955, off 26) (L 1069, off 44) (L 1133, off 32) (L 1216, off 17) (L 1222, off 63) (L 1255, off 42) (L 1303, off 0) (L 1387, off 15) (L 1490, off 0) 
