 "'AS-IS'" 1 
 "--Accident" 1 (L 9294, off 6) 
 "greatly" 4 (L 1835, off 41) (L 2074, off 36) (L 2131, off 63) (L 3765, off 59) 
 "guilty" 4 (L 7148, off 57) (L 7523, off 11) (L 7530, off 30) (L 7599, off 57) 
 "gym" 4 (L 3470, off 60) (L 7064, off 54) (L 8750, off 60) (L 8754, off 18) 
 "hang" 4 (L 1907, off 28) (L 2401, off 50) (L 3458, off 13) (L 5384, off 24) 
 "haste" 4 (L 3528, off 31) (L 5564, off 54) (L 7354, off 21) (L 8599, off 61) 
 "heads" 4 (L 1744, off 42) (L 1969, off 13) (L 2093, off 58) (L 3992, off 49) 
 "heah" 4 (L 3465, off 42) (L 6694, off 54) (L 6703, off 41) (L 7416, off 6) 
 "helped" 4 (L 2139, off 13) (L 4296, off 16) (L 5016, off 47) (L 9380, off 59) 
 "hidden" 4 (L 1923, off 28) (L 2207, off 30) (L 2435, off 33) (L 3630, off 59) 
 "holder" 4 (L 9721, off 10) (L 9730, off 37) (L 9732, off 42) (L 9734, off 44) 
 "honest" 4 (L 283, off 25) (L 977, off 14) (L 1356, off 13) (L 6458, off 38) 
 "hours" 4 (L 3786, off 17) (L 4877, off 6) (L 4998, off 59) (L 9571, off 46) 
 "huge" 4 (L 2788, off 25) (L 2848, off 4) (L 3106, off 48) (L 3112, off 33) 
 "hung" 4 (L 2329, off 13) (L 3514, off 7) (L 6344, off 57) (L 8020, off 14) 
 "immediately" 4 (L 1381, off 42) (L 4193, off 47) (L 7993, off 0) (L 8899, off 50) 
 "improve" 4 (L 784, off 15) (L 1848, off 0) (L 2129, off 42) (L 4880, off 17) 
 "impulse" 4 (L 5324, off 56) (L 6047, off 56) (L 6050, off 58) (L 8880, off 20) 
 "included" 4 (L 6, off 30) (L 9386, off 21) (L 9713, off 51) (L 9958, off 38) 
 "indeed" 4 (L 922, off 4) (L 3982, off 40) (L 4008, off 64) (L 5280, off 8) 
 "injured" 4 (L 4337, off 23) (L 6330, off 12) (L 6518, off 31) (L 6567, off 8) 
 "inshoot" 4 (L 2315, off 35) (L 2702, off 0) (L 2704, off 58) (L 7878, off 54) 
 "insisted" 4 (L 4039, off 11) (L 4916, off 9) (L 6309, off 44) (L 8596, off 31) 
 "inspector" 4 (L 3780, off 61) (L 7472, off 45) (L 7478, off 28) (L 7531, off 25) 
 "interesting" 4 (L 8942, off 26) (L 8955, off 23) (L 9574, off 35) (L 9575, off 53) 
 "jail" 4 (L 4260, off 6) (L 5686, off 40) (L 6134, off 15) (L 7214, off 42) 
 "jerked" 4 (L 883, off 27) (L 992, off 22) (L 2370, off 18) (L 4695, off 40) 
 "joined" 4 (L 1248, off 46) (L 2028, off 63) (L 5771, off 49) (L 6078, off 24) 
 "joke" 4 (L 2314, off 25) (L 2640, off 63) (L 3573, off 25) (L 6174, off 8) 
 "joy" 4 (L 2490, off 63) (L 2493, off 11) (L 4338, off 58) (L 8481, off 28) 
 "keepin" 4 (L 1509, off 15) (L 2612, off 36) (L 3806, off 7) (L 6738, off 34) 
 "kill" 4 (L 1451, off 38) (L 4302, off 8) (L 4822, off 36) (L 8503, off 36) 
 "laid" 4 (L 646, off 20) (L 2992, off 59) (L 4377, off 54) (L 8841, off 45) 
 "laundry" 4 (L 6452, off 6) (L 6479, off 25) (L 6522, off 60) (L 6528, off 47) 
 "leaning" 4 (L 4588, off 61) (L 4976, off 51) (L 6481, off 62) (L 6830, off 36) 
 "lend" 4 (L 1178, off 26) (L 1626, off 27) (L 1983, off 15) (L 5270, off 0) 
 "liable" 4 (L 2602, off 0) (L 4055, off 61) (L 5312, off 30) (L 6299, off 17) 
 "line-up" 4 (L 2464, off 4) (L 6900, off 39) (L 7630, off 13) (L 7660, off 11) 
 "liner" 4 (L 6512, off 35) (L 7886, off 28) (L 8021, off 34) (L 8190, off 20) 
 "list" 4 (L 2638, off 40) (L 8953, off 15) (L 9373, off 14) (L 9386, off 8) 
 "listening" 4 (L 3304, off 49) (L 6657, off 16) (L 7774, off 58) (L 9580, off 0) 
 "load" 4 (L 1876, off 42) (L 2164, off 19) (L 4900, off 6) (L 5137, off 53) 
 "lock" 4 (L 5681, off 4) (L 6633, off 53) (L 6869, off 49) (L 6873, off 21) 
 "mad" 4 (L 419, off 6) (L 419, off 27) (L 1778, off 25) (L 5875, off 15) 
 "members" 4 (L 1329, off 33) (L 1380, off 14) (L 1427, off 60) (L 8770, off 50) 
 "mercy" 4 (L 583, off 10) (L 693, off 37) (L 5354, off 4) (L 5394, off 25) 
 "methods" 4 (L 611, off 33) (L 1400, off 0) (L 6771, off 39) (L 9944, off 0) 
 "military" 4 (L 735, off 60) (L 7149, off 18) (L 7370, off 0) (L 8722, off 9) 
 "mill" 4 (L 282, off 12) (L 4572, off 4) (L 4851, off 17) (L 4891, off 18) 
 "mingled" 4 (L 3636, off 29) (L 4341, off 0) (L 6660, off 0) (L 8481, off 9) 
 "months" 4 (L 190, off 56) (L 736, off 18) (L 9328, off 56) (L 9433, off 56) 
 "mused" 4 (L 4484, off 49) (L 6294, off 46) (L 7143, off 65) (L 7339, off 57) 
 "nearly" 4 (L 344, off 44) (L 3853, off 10) (L 8225, off 57) (L 9631, off 4) 
 "needs" 4 (L 448, off 55) (L 1455, off 10) (L 6257, off 3) (L 8876, off 30) 
 "nice" 4 (L 1122, off 21) (L 6807, off 53) (L 7295, off 60) (L 8325, off 10) 
 "ninth" 4 (L 3046, off 4) (L 5788, off 17) (L 6715, off 15) (L 8278, off 49) 
 "nod" 4 (L 1419, off 41) (L 2210, off 24) (L 4657, off 63) (L 5063, off 7) 
 "obeyed" 4 (L 4908, off 0) (L 5418, off 6) (L 5576, off 25) (L 8500, off 6) 
 "obtain" 4 (L 4011, off 47) (L 9660, off 40) (L 9726, off 0) (L 9798, off 42) 
 "offered" 4 (L 414, off 40) (L 973, off 38) (L 1694, off 19) (L 1961, off 57) 
 "online" 4 (L 6, off 58) (L 9646, off 57) (L 9714, off 11) (L 9945, off 23) 
 "opinion" 4 (L 1022, off 0) (L 1392, off 0) (L 1594, off 47) (L 3618, off 28) 
 "orders" 4 (L 970, off 23) (L 975, off 0) (L 1060, off 10) (L 8147, off 55) 
 "outfield" 4 (L 1722, off 4) (L 2116, off 7) (L 2289, off 4) (L 3107, off 52) 
 "particularly" 4 (L 4128, off 52) (L 4350, off 11) (L 5117, off 21) (L 9922, off 19) 
 "party" 4 (L 4068, off 40) (L 4988, off 34) (L 6166, off 4) (L 9819, off 38) 
 "pausing" 4 (L 712, off 28) (L 817, off 61) (L 7302, off 46) (L 8138, off 24) 
 "paying" 4 (L 693, off 0) (L 5643, off 6) (L 9623, off 38) (L 9722, off 26) 
 "phrase" 4 (L 9644, off 50) (L 9706, off 13) (L 9707, off 0) (L 9723, off 54) 
 "pillow" 4 (L 4802, off 45) (L 4853, off 44) (L 6627, off 48) (L 7462, off 33) 
 "plain" 4 (L 1348, off 7) (L 3181, off 37) (L 6442, off 0) (L 6662, off 53) 
 "player" 4 (L 902, off 59) (L 6501, off 12) (L 8397, off 30) (L 8785, off 48) 
 "plunked" 4 (L 2119, off 63) (L 2719, off 50) (L 2780, off 59) (L 8406, off 44) 
 "posted" 4 (L 9720, off 39) (L 9729, off 64) (L 9734, off 0) (L 9752, off 8) 
 "prisoner" 4 (L 5185, off 43) (L 5300, off 30) (L 5461, off 35) (L 6717, off 46) 
 "professional" 4 (L 607, off 48) (L 6249, off 33) (L 6502, off 0) (L 8872, off 48) 
 "proof" 4 (L 563, off 4) (L 1142, off 54) (L 1159, off 52) (L 7817, off 11) 
 "proud" 4 (L 3231, off 5) (L 3231, off 65) (L 6028, off 65) (L 8828, off 61) 
 "pulling" 4 (L 3259, off 44) (L 4075, off 45) (L 4813, off 34) (L 6573, off 10) 
 "punishment" 4 (L 3787, off 57) (L 4208, off 0) (L 4273, off 28) (L 4282, off 27) 
 "putting" 4 (L 2135, off 39) (L 5133, off 63) (L 6058, off 25) (L 8798, off 12) 
 "questions" 4 (L 518, off 9) (L 4973, off 37) (L 5296, off 0) (L 7628, off 32) 
 "raced" 4 (L 2814, off 63) (L 3107, off 61) (L 7960, off 6) (L 8024, off 38) 
 "raise" 4 (L 1905, off 27) (L 6143, off 10) (L 6145, off 44) (L 6569, off 33) 
 "rattled" 4 (L 1745, off 40) (L 2094, off 31) (L 2681, off 37) (L 3352, off 59) 
 "reading" 4 (L 9381, off 38) (L 9574, off 47) (L 9577, off 23) (L 9652, off 8) 
 "receipt" 4 (L 559, off 31) (L 3191, off 60) (L 9781, off 50) (L 9791, off 2) 
 "reeled" 4 (L 4390, off 6) (L 5179, off 16) (L 6516, off 3) (L 6531, off 0) 
 "refuse" 4 (L 1190, off 47) (L 4689, off 56) (L 6400, off 26) (L 7517, off 8) 
 "regretfully" 4 (L 303, off 0) (L 431, off 40) (L 3980, off 0) (L 7768, off 33) 
 "remark" 4 (L 1630, off 51) (L 7400, off 50) (L 8584, off 31) (L 8755, off 29) 
 "reported" 4 (L 488, off 30) (L 6209, off 16) (L 6676, off 41) (L 9790, off 36) 
 "request" 4 (L 1939, off 0) (L 7383, off 45) (L 9584, off 50) (L 9755, off 25) 
 "requirements" 4 (L 9725, off 16) (L 9927, off 19) (L 9929, off 11) (L 9935, off 30) 
 "responded" 4 (L 1163, off 24) (L 4162, off 17) (L 5211, off 21) (L 6575, off 6) 
 "returning" 4 (L 3687, off 52) (L 4904, off 23) (L 5145, off 62) (L 7244, off 30) 
 "robe" 4 (L 5278, off 2) (L 5286, off 40) (L 5305, off 0) (L 7076, off 25) 
 "roommate" 4 (L 3756, off 28) (L 3770, off 25) (L 3785, off 39) (L 7473, off 16) 
 "rooter" 4 (L 7626, off 42) (L 7703, off 8) (L 7829, off 50) (L 7866, off 48) 
 "rooters" 4 (L 5718, off 25) (L 5832, off 45) (L 7984, off 12) (L 8358, off 44) 
 "rope" 4 (L 3772, off 66) (L 3781, off 51) (L 3786, off 46) (L 7510, off 27) 
 "runners" 4 (L 277, off 45) (L 344, off 8) (L 5867, off 4) (L 8253, off 59) 
 "rush" 4 (L 882, off 4) (L 907, off 18) (L 3796, off 5) (L 4225, off 24) 
 "rushed" 4 (L 876, off 55) (L 4166, off 0) (L 5643, off 50) (L 5664, off 6) 
 "satisfied" 4 (L 2285, off 15) (L 5369, off 54) (L 6212, off 0) (L 6794, off 29) 
 "savagely" 4 (L 299, off 54) (L 1444, off 23) (L 4325, off 16) (L 8298, off 48) 
 "save" 4 (L 843, off 56) (L 1747, off 4) (L 1960, off 24) (L 2205, off 17) 
 "says" 4 (L 3933, off 18) (L 4949, off 21) (L 7416, off 19) (L 8690, off 5) 
 "scoffed" 4 (L 4127, off 13) (L 4891, off 64) (L 4910, off 31) (L 7669, off 15) 
 "scowled" 4 (L 1314, off 7) (L 3135, off 7) (L 7272, off 40) (L 7323, off 14) 
 "search" 4 (L 5679, off 39) (L 7551, off 14) (L 8629, off 0) (L 9962, off 56) 
 "secret" 4 (L 651, off 61) (L 670, off 13) (L 2039, off 22) (L 4681, off 14) 
 "served" 4 (L 841, off 48) (L 2007, off 8) (L 2134, off 35) (L 2146, off 6) 
 "settle" 4 (L 390, off 16) (L 494, off 36) (L 1105, off 46) (L 3526, off 13) 
 "seven" 4 (L 4874, off 17) (L 4876, off 36) (L 4943, off 7) (L 5040, off 16) 
 "seventh" 4 (L 2638, off 25) (L 3039, off 22) (L 8249, off 25) (L 8781, off 25) 
 "shaking" 4 (L 958, off 53) (L 3447, off 46) (L 8651, off 44) (L 8710, off 38) 
 "shied" 4 (L 303, off 24) (L 381, off 41) (L 450, off 38) (L 4416, off 11) 
 "shoving" 4 (L 1462, off 63) (L 1480, off 54) (L 4172, off 10) (L 4716, off 45) 
 "shown" 4 (L 292, off 30) (L 487, off 35) (L 7253, off 0) (L 7909, off 24) 
 "shows" 4 (L 4345, off 15) (L 6295, off 6) (L 6952, off 12) (L 7278, off 6) 
 "shrilly" 4 (L 715, off 37) (L 821, off 39) (L 1317, off 44) (L 1371, off 16) 
 "site" 4 (L 9752, off 56) (L 9905, off 62) (L 9962, off 29) (L 9965, off 9) 
 "six" 4 (L 4069, off 29) (L 4070, off 64) (L 4259, off 14) (L 4266, off 63) 
 "sizzling" 4 (L 5902, off 0) (L 5933, off 17) (L 8012, off 45) (L 8425, off 14) 
 "slated" 4 (L 3418, off 51) (L 3818, off 22) (L 6688, off 65) (L 7676, off 44) 
 "smart" 4 (L 854, off 0) (L 879, off 29) (L 1652, off 22) (L 7206, off 21) 
 "smoking" 4 (L 2580, off 59) (L 6439, off 23) (L 6446, off 13) (L 6636, off 11) 
 "speaking" 4 (L 2329, off 38) (L 4977, off 0) (L 8738, off 0) (L 8898, off 35) 
 "sports" 4 (L 57, off 61) (L 3587, off 32) (L 5158, off 57) (L 6466, off 21) 
 "spots" 4 (L 1327, off 4) (L 3864, off 16) (L 4095, off 9) (L 4925, off 63) 
 "staggered" 4 (L 912, off 25) (L 4181, off 42) (L 4214, off 40) (L 8681, off 27) 
 "stands" 4 (L 647, off 9) (L 2278, off 27) (L 8354, off 49) (L 8942, off 12) 
 "states" 4 (L 9848, off 12) (L 9926, off 45) (L 9934, off 54) (L 9936, off 60) 
 "status" 4 (L 9698, off 41) (L 9894, off 44) (L 9923, off 0) (L 9931, off 27) 
 "store" 4 (L 575, off 8) (L 661, off 47) (L 1101, off 14) (L 1415, off 55) 
 "succeed" 4 (L 4378, off 15) (L 4492, off 39) (L 6015, off 23) (L 8815, off 24) 
 "suffer" 4 (L 926, off 8) (L 3225, off 46) (L 6381, off 0) (L 8846, off 7) 
 "sum" 4 (L 2243, off 48) (L 2394, off 12) (L 2400, off 35) (L 8620, off 17) 
 "sweeping" 4 (L 3200, off 26) (L 3565, off 0) (L 4579, off 40) (L 4689, off 39) 
 "swim" 4 (L 1009, off 48) (L 2853, off 24) (L 4736, off 36) (L 4851, off 0) 
 "tactics" 4 (L 2650, off 16) (L 4006, off 4) (L 4197, off 39) (L 5918, off 21) 
 "tearing" 4 (L 298, off 52) (L 1784, off 33) (L 8147, off 12) (L 8563, off 63) 
 "tense" 4 (L 3047, off 15) (L 5241, off 46) (L 7071, off 30) (L 7407, off 48) 
 "thickly" 4 (L 6855, off 22) (L 8636, off 23) (L 8665, off 26) (L 8671, off 28) 
 "thinks" 4 (L 3442, off 36) (L 3861, off 55) (L 4429, off 8) (L 6780, off 21) 
 "threats" 4 (L 1151, off 39) (L 2009, off 22) (L 2574, off 5) (L 2914, off 24) 
 "toast" 4 (L 3235, off 59) (L 7101, off 0) (L 7102, off 14) (L 7130, off 30) 
 "toes" 4 (L 3317, off 21) (L 5862, off 25) (L 7674, off 0) (L 8544, off 37) 
 "tossed" 4 (L 2575, off 0) (L 2729, off 43) (L 2749, off 7) (L 6181, off 15) 
 "touched" 4 (L 6511, off 45) (L 7730, off 10) (L 7934, off 36) (L 7973, off 63) 
 "trace" 4 (L 4509, off 12) (L 4879, off 40) (L 5171, off 41) (L 7522, off 0) 
 "trees" 4 (L 535, off 43) (L 992, off 57) (L 994, off 23) (L 4561, off 40) 
 "tremendous" 4 (L 5804, off 0) (L 7393, off 26) (L 7705, off 10) (L 8220, off 55) 
 "tremendously" 4 (L 1724, off 0) (L 2107, off 52) (L 6901, off 0) (L 7955, off 55) 
 "trifle" 4 (L 1642, off 16) (L 1919, off 56) (L 3802, off 33) (L 7027, off 10) 
 "truth" 4 (L 574, off 4) (L 6020, off 44) (L 6578, off 25) (L 8887, off 59) 
 "tryin" 4 (L 1444, off 46) (L 1719, off 61) (L 5362, off 23) (L 6770, off 44) 
 "twisted" 4 (L 3427, off 29) (L 5353, off 18) (L 5412, off 43) (L 8158, off 18) 
 "und" 4 (L 3523, off 55) (L 5985, off 37) (L 7868, off 56) (L 8120, off 10) 
 "uniform" 4 (L 1714, off 49) (L 1789, off 48) (L 3739, off 7) (L 9927, off 40) 
 "utterly" 4 (L 6021, off 61) (L 7345, off 33) (L 8293, off 0) (L 8322, off 0) 
 "vacant" 4 (L 1876, off 61) (L 3280, off 45) (L 3300, off 33) (L 5108, off 0) 
 "veranda" 4 (L 1087, off 56) (L 1856, off 39) (L 1922, off 35) (L 4596, off 34) 
 "vicious" 4 (L 866, off 39) (L 1318, off 59) (L 3121, off 64) (L 4209, off 26) 
 "voices" 4 (L 1692, off 56) (L 2530, off 36) (L 5925, off 52) (L 8372, off 16) 
 "vote" 4 (L 5953, off 3) (L 6011, off 19) (L 6014, off 51) (L 6016, off 42) 
 "week" 4 (L 4862, off 39) (L 6064, off 0) (L 6118, off 16) (L 6937, off 0) 
 "wheel" 4 (L 5235, off 39) (L 5265, off 49) (L 5277, off 56) (L 5512, off 25) 
 "whirlwind" 4 (L 3054, off 56) (L 3952, off 46) (L 7858, off 51) (L 8026, off 37) 
 "wickedly" 4 (L 1828, off 35) (L 5933, off 50) (L 6359, off 60) (L 8327, off 55) 
 "wind" 4 (L 2941, off 19) (L 6561, off 53) (L 7961, off 64) (L 8555, off 51) 
 "wins" 4 (L 3413, off 65) (L 3646, off 31) (L 4431, off 32) (L 8524, off 9) 
 "wired" 4 (L 1204, off 0) (L 1699, off 3) (L 5749, off 0) (L 5757, off 6) 
 "wise" 4 (L 1929, off 0) (L 1944, off 31) (L 4435, off 63) (L 6756, off 14) 
 "worth" 4 (L 2393, off 55) (L 2752, off 6) (L 4601, off 30) (L 4603, off 56) 
 "yourselluf" 4 (L 5985, off 50) (L 7868, off 10) (L 7869, off 15) (L 7908, off 13) 
 "--An" 5 (L 9026, off 5) (L 9036, off 5) (L 9110, off 6) (L 9159, off 6) (L 9280, off 6) 
 "--From" 5 (L 8982, off 5) (L 9129, off 6) (L 9184, off 6) (L 9409, off 4) (L 9558, off 5) 
 "--When" 5 (L 8966, off 5) (L 8969, off 5) (L 8983, off 5) (L 9177, off 6) (L 9278, off 6) 
 "ALL" 5 (L 46, off 0) (L 8940, off 0) 
 "Against" 5 (L 4156, off 1) (L 9014, off 16) (L 9047, off 12) (L 9100, off 12) (L 9560, off 15) 
 "Almost" 5 (L 267, off 0) (L 356, off 0) (L 645, off 42) (L 2766, off 26) (L 7346, off 17) 
 "Also" 5 (L 1021, off 51) (L 2027, off 64) (L 2654, off 53) (L 5524, off 45) (L 6238, off 44) 
 "Bul-l-ly" 5 (L 787, off 20) (L 821, off 7) (L 899, off 18) (L 1467, off 4) (L 1778, off 6) 
 "Burt" 5 (L 1, off 56) (L 13, off 8) (L 8928, off 48) (L 9594, off 0) (L 9606, off 62) 
 "City" 5 (L 191, off 5) (L 9329, off 5) (L 9434, off 5) (L 9588, off 27) (L 9904, off 5) 
 "Cl-l-lippers" 5 (L 1024, off 12) (L 1041, off 34) (L 1325, off 48) (L 1372, off 29) (L 1777, off 30) 
 "Detective" 5 (L 165, off 24) (L 9016, off 15) (L 9080, off 12) (L 9216, off 10) (L 9240, off 27) 
 "During" 5 (L 487, off 0) (L 517, off 38) (L 1174, off 50) (L 3035, off 25) (L 4012, off 0) 
 "Dutch" 5 (L 7827, off 4) (L 8132, off 32) (L 8253, off 35) (L 8377, off 20) (L 8480, off 53) 
 "Everybody" 5 (L 2181, off 35) (L 3819, off 25) (L 6135, off 5) (L 7032, off 56) (L 7947, off 11) 
 "Ezra" 5 (L 6451, off 53) (L 6464, off 0) (L 6477, off 0) (L 6484, off 12) (L 7459, off 32) 
 "FOR" 5 (L 42, off 6) (L 3480, off 25) (L 9822, off 42) (L 9826, off 14) (L 9846, off 52) 
 "Fine" 5 (L 1147, off 1) (L 2744, off 50) (L 3261, off 48) (L 5383, off 1) (L 6474, off 1) 
 "Five" 5 (L 96, off 24) (L 1922, off 0) (L 7140, off 64) (L 9082, off 22) (L 9400, off 10) 
 "Humph" 5 (L 424, off 1) (L 1594, off 1) (L 1639, off 1) (L 1667, off 1) (L 2228, off 1) 
 "Hurray" 5 (L 1409, off 1) (L 1412, off 1) (L 2448, off 10) (L 5923, off 16) (L 8282, off 1) 
 "Information" 5 (L 9777, off 14) (L 9869, off 11) (L 9890, off 11) (L 9914, off 11) (L 9948, off 19) 
 "League" 5 (L 610, off 8) (L 1572, off 25) (L 6144, off 12) (L 7610, off 55) (L 9126, off 16) 
 "MERRIWELL" 5 (L 255, off 6) (L 1972, off 8) (L 4679, off 8) (L 6081, off 9) (L 8927, off 31) 
 "Millions" 5 (L 9014, off 24) (L 9042, off 23) (L 9069, off 26) (L 9320, off 20) (L 9341, off 23) 
 "More" 5 (L 449, off 27) (L 4053, off 36) (L 5175, off 0) (L 6986, off 20) (L 7518, off 66) 
 "Nobody" 5 (L 1245, off 1) (L 3427, off 51) (L 5047, off 1) (L 5750, off 0) (L 5758, off 1) 
 "Perhaps" 5 (L 1314, off 33) (L 2247, off 1) (L 2355, off 47) (L 7006, off 1) (L 8642, off 0) 
 "Play" 5 (L 142, off 29) (L 5848, off 1) (L 6366, off 38) (L 7839, off 1) (L 7866, off 1) 
 "Pop" 5 (L 6234, off 51) (L 6262, off 1) (L 6737, off 25) (L 6882, off 66) (L 7267, off 1) 
 "Pretty" 5 (L 578, off 1) (L 1868, off 1) (L 2125, off 1) (L 9080, off 24) (L 9258, off 12) 
 "Puzzle" 5 (L 160, off 25) (L 9052, off 23) (L 9082, off 12) (L 9131, off 30) (L 9203, off 23) 
 "Secret" 5 (L 9083, off 12) (L 9127, off 23) (L 9135, off 22) (L 9151, off 12) (L 9250, off 25) 
 "Since" 5 (L 931, off 50) (L 2634, off 30) (L 4906, off 41) (L 5452, off 0) (L 7182, off 16) 
 "Some" 5 (L 1572, off 33) (L 3395, off 1) (L 5099, off 1) (L 8780, off 39) (L 9848, off 7) 
 "Son" 5 (L 103, off 25) (L 2370, off 1) (L 2370, off 37) (L 6223, off 1) (L 9516, off 23) 
 "Standish" 5 (L 1, off 64) (L 13, off 16) (L 8928, off 56) (L 9594, off 8) (L 9606, off 70) 
 "THIS" 5 (L 21, off 13) (L 9608, off 11) (L 9640, off 12) (L 9640, off 46) (L 9825, off 43) 
 "Those" 5 (L 538, off 28) (L 1052, off 59) (L 1360, off 62) (L 2126, off 42) (L 4199, off 9) 
 "Three" 5 (L 1380, off 0) (L 1819, off 0) (L 3701, off 1) (L 5869, off 50) (L 8548, off 0) 
 "Wait" 5 (L 1883, off 1) (L 2550, off 8) (L 2552, off 45) (L 3353, off 65) (L 7119, off 1) 
 "Wake" 5 (L 2845, off 1) (L 3129, off 1) (L 4788, off 1) (L 8492, off 1) (L 8494, off 61) 
 "Wall" 5 (L 125, off 26) (L 9008, off 9) (L 9178, off 27) (L 9553, off 11) (L 9556, off 9) 
 "Web" 5 (L 9142, off 20) (L 9186, off 27) (L 9943, off 35) (L 9962, off 25) (L 9965, off 5) 
 "Without" 5 (L 4640, off 16) (L 5625, off 0) (L 9001, off 15) (L 9234, off 16) (L 9297, off 15) 
 "Woman" 5 (L 9030, off 9) (L 9097, off 12) (L 9114, off 12) (L 9230, off 21) (L 9283, off 10) 
 "account" 5 (L 192, off 13) (L 5164, off 0) (L 6509, off 11) (L 9330, off 13) (L 9435, off 13) 
 "admiring" 5 (L 656, off 58) (L 4356, off 14) (L 4356, off 50) (L 6459, off 33) (L 8191, off 8) 
 "advice" 5 (L 1402, off 18) (L 1420, off 21) (L 2783, off 18) (L 6630, off 22) (L 7299, off 4) 
 "alarm" 5 (L 1075, off 10) (L 1085, off 48) (L 5260, off 0) (L 5445, off 47) (L 6860, off 19) 
 "allowed" 5 (L 2616, off 13) (L 3225, off 27) (L 5539, off 45) (L 7231, off 10) (L 7401, off 0) 
 "amazement" 5 (L 2800, off 25) (L 6073, off 50) (L 7626, off 0) (L 7626, off 54) (L 8329, off 35) 
 "answer" 5 (L 2011, off 18) (L 3677, off 9) (L 3743, off 51) (L 7505, off 12) (L 7517, off 18) 
 "anyone" 5 (L 3, off 29) (L 9710, off 31) (L 9721, off 61) (L 9858, off 58) (L 9952, off 19) 
 "appear" 5 (L 1395, off 60) (L 1397, off 19) (L 2283, off 21) (L 9598, off 61) (L 9704, off 64) 
 "applause" 5 (L 861, off 12) (L 884, off 63) (L 2687, off 19) (L 2738, off 30) (L 7710, off 27) 
 "aren" 5 (L 1053, off 6) (L 1261, off 4) (L 4274, off 24) (L 4898, off 10) (L 8163, off 29) 
 "argument" 5 (L 2077, off 49) (L 3035, off 36) (L 5142, off 15) (L 5608, off 39) (L 7822, off 31) 
 "arms" 5 (L 817, off 22) (L 5673, off 30) (L 8180, off 8) (L 8454, off 16) (L 8642, off 42) 
 "assistance" 5 (L 667, off 46) (L 5270, off 5) (L 5542, off 12) (L 8585, off 58) (L 9878, off 0) 
 "astonishing" 5 (L 1896, off 36) (L 2161, off 16) (L 2540, off 43) (L 4390, off 22) (L 7902, off 11) 
 "athlete" 5 (L 62, off 5) (L 752, off 51) (L 3314, off 44) (L 5665, off 37) (L 6696, off 28) 
 "attire" 5 (L 841, off 12) (L 890, off 0) (L 2187, off 38) (L 6454, off 4) (L 7195, off 16) 
 "bases" 5 (L 2534, off 38) (L 5802, off 54) (L 5841, off 50) (L 5845, off 41) (L 7712, off 39) 
 "bitterly" 5 (L 3732, off 51) (L 3810, off 0) (L 5532, off 37) (L 6735, off 36) (L 8764, off 24) 
 "blamed" 5 (L 2324, off 5) (L 3406, off 61) (L 3426, off 62) (L 4110, off 5) (L 5437, off 45) 
 "board" 5 (L 2002, off 55) (L 2506, off 48) (L 2509, off 31) (L 4292, off 15) (L 5268, off 42) 
 "brown" 5 (L 648, off 0) (L 6154, off 3) (L 7716, off 30) (L 7921, off 20) (L 8535, off 35) 
 "bullet" 5 (L 2683, off 2) (L 3143, off 40) (L 5863, off 0) (L 7729, off 54) (L 8386, off 60) 
 "bunt" 5 (L 1223, off 50) (L 2993, off 0) (L 3015, off 57) (L 8101, off 57) (L 8156, off 17) 
 "cadets" 5 (L 7550, off 63) (L 7622, off 34) (L 7687, off 46) (L 8623, off 34) (L 8706, off 20) 
 "cap" 5 (L 1311, off 25) (L 2682, off 30) (L 2697, off 27) (L 7915, off 41) (L 7934, off 48) 
 "captaincy" 5 (L 3348, off 4) (L 3819, off 14) (L 6022, off 16) (L 6681, off 30) (L 7040, off 0) 
 "caused" 5 (L 413, off 44) (L 1318, off 28) (L 1649, off 12) (L 4677, off 26) (L 7630, off 26) 
 "chances" 5 (L 1754, off 43) (L 2247, off 49) (L 5721, off 47) (L 7147, off 43) (L 8539, off 8) 
 "checks" 5 (L 2215, off 30) (L 2222, off 28) (L 2226, off 24) (L 2231, off 14) (L 9945, off 15) 
 "cheer" 5 (L 2654, off 41) (L 2724, off 12) (L 2734, off 0) (L 3239, off 13) (L 7935, off 27) 
 "cheerfully" 5 (L 1163, off 39) (L 1846, off 51) (L 2904, off 21) (L 3228, off 6) (L 8164, off 0) 
 "chicken" 5 (L 4302, off 26) (L 4306, off 9) (L 4896, off 19) (L 4899, off 5) (L 5013, off 54) 
 "chirped" 5 (L 1770, off 29) (L 2552, off 20) (L 2699, off 35) (L 7294, off 17) (L 8316, off 37) 
 "clenched" 5 (L 774, off 33) (L 828, off 34) (L 3637, off 30) (L 6974, off 32) (L 7029, off 36) 
 "closed" 5 (L 1391, off 10) (L 1500, off 6) (L 4162, off 57) (L 4524, off 3) (L 7346, off 0) 
 "confident" 5 (L 2080, off 27) (L 2737, off 37) (L 5887, off 26) (L 8037, off 44) (L 8531, off 59) 
 "contempt" 5 (L 838, off 0) (L 2559, off 36) (L 5365, off 49) (L 6283, off 19) (L 7986, off 9) 
 "countenance" 5 (L 1470, off 10) (L 3176, off 22) (L 5083, off 0) (L 5490, off 20) (L 5631, off 42) 
 "coward" 5 (L 740, off 0) (L 5319, off 47) (L 5366, off 16) (L 5388, off 30) (L 7192, off 47) 
