 "'----" 1 
 "'AS-IS'" 1 
 "'Come" 1 
 "'Do" 1 
 "'Don't" 1 
 "'He" 1 
 "'Here" 1 
 "'It" 1 
 "'My" 1 
 "'Sides" 1 
 "'Take" 1 
 "'There" 1 
 "'We've" 1 
 "'Why" 1 
 "'bout" 1 
 "'em" 1 
 "'just" 1 
 "'so" 1 
 "--These" 1 
 "--amounting" 1 
 "--caused" 1 (L 3447, off 34) 
 "General" 3 (L 3855, off 43) (L 3880, off 11) (L 4179, off 11) 
 "Genevieve" 3 (L 215, off 20) (L 1401, off 49) (L 1434, off 0) 
 "God" 3 (L 3297, off 11) (L 3299, off 18) (L 3428, off 58) 
 "Here" 3 (L 351, off 63) (L 1740, off 44) (L 3529, off 25) 
 "Indeed" 3 (L 608, off 24) (L 843, off 54) (L 1582, off 24) 
 "JAMES'" 3 
 "Jack" 3 (L 560, off 22) (L 2073, off 0) (L 3126, off 37) 
 "Kearney" 3 (L 346, off 0) (L 1681, off 33) (L 1821, off 37) 
 "LIMITED" 3 (L 4047, off 7) (L 4061, off 7) (L 4077, off 0) 
 "LOUIS" 3 (L 79, off 4) (L 90, off 4) (L 133, off 4) 
 "Landing" 3 (L 838, off 33) (L 1739, off 22) (L 3676, off 0) 
 "Like" 3 (L 275, off 50) (L 287, off 1) (L 1729, off 43) 
 "Little" 3 (L 1552, off 50) (L 1647, off 15) (L 3766, off 18) 
 "May" 3 (L 1186, off 16) (L 1402, off 66) (L 1956, off 12) 
 "McCoy" 3 (L 1524, off 0) (L 1763, off 33) (L 2061, off 7) 
 "Mile" 3 (L 2459, off 0) (L 2466, off 26) (L 2473, off 35) 
 "Milwaukee" 3 (L 2236, off 39) (L 2750, off 27) (L 2768, off 49) 
 "Not" 3 (L 496, off 23) (L 515, off 23) (L 1397, off 48) 
 "Ogallala" 3 (L 2961, off 61) (L 2966, off 40) (L 2976, off 56) 
 "Olathe" 3 (L 505, off 38) (L 3742, off 10) (L 3751, off 3) 
 "Richfield" 3 (L 394, off 18) (L 402, off 44) (L 410, off 3) 
 "Robert" 3 (L 281, off 40) (L 1878, off 18) (L 3067, off 50) 
 "Rozier" 3 (L 1405, off 34) (L 1406, off 0) (L 1409, off 13) 
 "SAMUELS" 3 (L 145, off 15) (L 363, off 30) (L 1804, off 18) 
 "Said" 3 (L 1701, off 60) (L 2545, off 47) (L 2655, off 0) 
 "Several" 3 (L 562, off 61) (L 1093, off 18) (L 1429, off 51) 
 "Shortly" 3 (L 2374, off 39) (L 3077, off 0) (L 3717, off 12) 
 "Six" 3 (L 2458, off 65) (L 2466, off 22) (L 2473, off 31) 
 "Some" 3 (L 3284, off 0) (L 3415, off 14) (L 4079, off 7) 
 "Southern" 3 (L 334, off 52) (L 3057, off 32) (L 3790, off 52) 
 "Stage" 3 (L 219, off 4) (L 231, off 16) (L 247, off 28) 
 "Ste" 3 (L 215, off 15) (L 1401, off 44) (L 1433, off 61) 
 "Steele" 3 (L 3067, off 57) (L 3072, off 61) (L 3090, off 44) 
 "Sunday" 3 (L 2529, off 62) (L 2531, off 5) (L 3072, off 0) 
 "Those" 3 (L 666, off 53) (L 1869, off 45) (L 2229, off 14) 
 "Three" 3 (L 2310, off 0) (L 2970, off 39) (L 3257, off 48) 
 "Thus" 3 (L 2497, off 0) (L 3589, off 0) (L 4189, off 48) 
 "Tom" 3 (L 2071, off 67) (L 2073, off 17) (L 2522, off 52) 
 "Tucker" 3 (L 2324, off 34) (L 2364, off 0) (L 3448, off 61) 
 "Upon" 3 (L 396, off 58) (L 885, off 0) (L 1808, off 65) 
 "Very" 3 (L 683, off 43) (L 2754, off 0) (L 3409, off 33) 
 "Wa'al" 3 (L 3471, off 29) (L 3475, off 6) (L 3486, off 6) 
 "Web" 3 (L 4174, off 35) (L 4193, off 25) (L 4196, off 5) 
 "Western" 3 (L 337, off 38) (L 2319, off 51) (L 3587, off 10) 
 "Wilcox" 3 (L 2245, off 60) (L 2250, off 48) (L 3697, off 45) 
 "William" 3 (L 1807, off 0) (L 2344, off 0) (L 3621, off 10) 
 "Without" 3 (L 1306, off 60) (L 3405, off 18) (L 3412, off 63) 
 "above" 3 (L 521, off 56) (L 838, off 62) (L 3196, off 13) 
 "accompany" 3 (L 504, off 24) (L 845, off 0) (L 2645, off 18) 
 "accordingly" 3 (L 409, off 0) (L 1225, off 5) (L 2226, off 14) 
 "acted" 3 (L 1543, off 26) (L 1980, off 11) (L 2636, off 12) 
 "actions" 3 (L 2987, off 63) (L 3272, off 59) (L 3274, off 48) 
 "acts" 3 (L 959, off 10) (L 1931, off 26) (L 3727, off 44) 
 "adjacent" 3 (L 534, off 0) (L 1600, off 51) (L 3290, off 53) 
 "adjoining" 3 (L 398, off 9) (L 958, off 22) (L 3199, off 29) 
 "advance" 3 (L 1787, off 64) (L 2227, off 27) (L 2233, off 53) 
 "aggregated" 3 (L 1504, off 55) (L 1992, off 33) (L 3782, off 10) 
 "ahead" 3 (L 863, off 7) (L 1619, off 43) (L 1966, off 43) 
 "air" 3 (L 1148, off 3) (L 1919, off 42) (L 3513, off 38) 
 "alive" 3 (L 308, off 22) (L 516, off 31) (L 2412, off 3) 
 "ambushed" 3 (L 632, off 54) (L 1958, off 32) (L 2866, off 12) 
 "amnesty" 3 (L 1876, off 19) (L 1880, off 5) (L 1898, off 44) 
 "amounting" 3 (L 1491, off 13) (L 2087, off 30) (L 2612, off 29) 
 "animal" 3 (L 1422, off 40) (L 2575, off 22) (L 3020, off 32) 
 "annihilated" 3 (L 579, off 0) (L 634, off 12) (L 899, off 11) 
 "appearing" 3 (L 2518, off 51) (L 2732, off 4) (L 3955, off 30) 
 "applicable" 3 (L 4000, off 36) (L 4082, off 30) (L 4084, off 28) 
 "apprehend" 3 (L 1095, off 8) (L 1429, off 35) (L 3026, off 26) 
 "appropriated" 3 (L 443, off 49) (L 1027, off 11) (L 2350, off 45) 
 "arose" 3 (L 1092, off 33) (L 1539, off 0) (L 2852, off 66) 
 "ascertained" 3 (L 1369, off 12) (L 1460, off 23) (L 2059, off 46) 
 "assassins" 3 (L 1093, off 7) (L 1928, off 0) (L 1937, off 21) 
 "assist" 3 (L 1280, off 27) (L 1822, off 55) (L 3068, off 65) 
 "assume" 3 (L 2848, off 16) (L 3561, off 12) (L 3737, off 45) 
 "astonished" 3 (L 639, off 0) (L 1140, off 31) (L 2509, off 39) 
 "attached" 3 (L 1134, off 54) (L 2674, off 62) (L 3919, off 21) 
 "attended" 3 (L 1792, off 63) (L 3111, off 48) (L 3724, off 21) 
 "attributed" 3 (L 107, off 0) (L 1030, off 0) (L 1185, off 42) 
 "balls" 3 (L 1823, off 22) (L 1828, off 0) (L 1832, off 41) 
 "banner" 3 (L 330, off 44) (L 467, off 19) (L 2390, off 53) 
 "barn" 3 (L 562, off 17) (L 857, off 24) (L 858, off 33) 
 "beyond" 3 (L 2253, off 53) (L 3203, off 25) (L 3752, off 56) 
 "blow" 3 (L 1204, off 8) (L 2998, off 45) (L 3663, off 29) 
 "boarded" 3 (L 757, off 57) (L 2021, off 36) (L 2995, off 49) 
 "boldest" 3 (L 1201, off 63) (L 2156, off 25) (L 2820, off 41) 
 "books" 3 (L 1108, off 12) (L 2823, off 11) (L 3192, off 62) 
 "bowie-knife" 3 (L 315, off 11) (L 891, off 27) (L 1563, off 37) 
 "box" 3 (L 1352, off 40) (L 1358, off 29) (L 3666, off 45) 
 "buckshot" 3 (L 1160, off 5) (L 3083, off 20) (L 3113, off 16) 
 "building" 3 (L 419, off 43) (L 1220, off 48) (L 1407, off 53) 
 "bullets" 3 (L 622, off 20) (L 702, off 57) (L 1920, off 36) 
 "capturing" 3 (L 417, off 44) (L 1799, off 11) (L 2517, off 12) 
 "cared" 3 (L 999, off 34) (L 1498, off 44) (L 1772, off 33) 
 "cash-box" 3 (L 126, off 4) (L 1356, off 18) (L 1364, off 48) 
 "center" 3 (L 773, off 14) (L 1264, off 31) (L 2558, off 4) 
 "changed" 3 (L 604, off 20) (L 3189, off 13) (L 3458, off 14) 
 "charges" 3 (L 2290, off 7) (L 3204, off 33) (L 3953, off 45) 
 "chased" 3 (L 901, off 56) (L 1323, off 4) (L 2036, off 51) 
 "clipping" 3 (L 2406, off 47) (L 2439, off 34) (L 2447, off 40) 
 "clothing" 3 (L 430, off 28) (L 432, off 37) (L 3155, off 41) 
 "clump" 3 (L 508, off 0) (L 1539, off 13) (L 3672, off 10) 
 "coaches" 3 (L 754, off 54) (L 2870, off 26) (L 3622, off 62) 
 "cocked" 3 (L 1268, off 38) (L 1546, off 60) (L 3294, off 6) 
 "collected" 3 (L 832, off 28) (L 918, off 35) (L 1000, off 52) 
 "color" 3 (L 935, off 50) (L 2815, off 44) (L 2870, off 40) 
 "colored" 3 (L 1830, off 10) (L 1837, off 47) (L 1857, off 34) 
 "commenced" 3 (L 1075, off 56) (L 1264, off 54) (L 2996, off 26) 
 "commission" 3 (L 1085, off 0) (L 1766, off 20) (L 2357, off 4) 
 "companion" 3 (L 2175, off 0) (L 2453, off 19) (L 2798, off 54) 
 "completed" 3 (L 1990, off 7) (L 2125, off 44) (L 3726, off 3) 
 "completely" 3 (L 1132, off 0) (L 1827, off 6) (L 3553, off 60) 
 "complying" 3 (L 3861, off 7) (L 3899, off 13) (L 4156, off 31) 
 "concealed" 3 (L 533, off 47) (L 2142, off 0) (L 2443, off 31) 
 "conceived" 3 (L 719, off 0) (L 1299, off 0) (L 3801, off 0) 
 "concentrated" 3 (L 556, off 34) (L 1506, off 0) (L 3776, off 18) 
 "conductor" 3 (L 1623, off 56) (L 2340, off 28) (L 3621, off 32) 
 "confuse" 3 (L 607, off 44) (L 1556, off 34) (L 2218, off 36) 
 "conjecture" 3 (L 2598, off 0) (L 3125, off 0) (L 3762, off 0) 
 "consisted" 3 (L 2060, off 41) (L 2426, off 12) (L 3622, off 45) 
 "consultation" 3 (L 467, off 33) (L 480, off 2) (L 2234, off 0) 
 "contain" 3 (L 1139, off 36) (L 3951, off 0) (L 4041, off 0) 
 "containing" 3 (L 1418, off 18) (L 2351, off 8) (L 3969, off 43) 
 "continue" 3 (L 834, off 34) (L 1221, off 62) (L 2956, off 11) 
 "convey" 3 (L 776, off 39) (L 1156, off 3) (L 3218, off 57) 
 "convinced" 3 (L 1843, off 23) (L 2636, off 26) (L 3828, off 0) 
 "copied" 3 (L 2480, off 49) (L 3939, off 19) (L 3952, off 35) 
 "corporations" 3 (L 3577, off 54) (L 3784, off 8) (L 3802, off 0) 
 "courage" 3 (L 798, off 40) (L 2268, off 24) (L 3583, off 42) 
 "courteous" 3 (L 1576, off 0) (L 1978, off 57) (L 3157, off 35) 
 "cousin" 3 (L 2902, off 31) (L 3545, off 0) (L 3822, off 0) 
 "cow-boys" 3 (L 1770, off 16) (L 1774, off 53) (L 1778, off 31) 
 "credit" 3 (L 417, off 34) (L 3813, off 29) (L 4176, off 43) 
 "creek" 3 (L 507, off 0) (L 819, off 16) (L 2140, off 57) 
 "criminal" 3 (L 1069, off 23) (L 1640, off 0) (L 2311, off 50) 
 "critical" 3 (L 585, off 52) (L 1707, off 35) (L 4109, off 25) 
 "cruel" 3 (L 310, off 4) (L 1727, off 54) (L 1975, off 35) 
 "currency" 3 (L 1491, off 4) (L 3000, off 59) (L 3667, off 51) 
 "dangerous" 3 (L 492, off 28) (L 936, off 62) (L 1655, off 60) 
 "dangers" 3 (L 712, off 0) (L 884, off 26) (L 1670, off 0) 
 "dash" 3 (L 625, off 56) (L 772, off 24) (L 3585, off 16) 
 "daylight" 3 (L 2171, off 62) (L 3071, off 58) (L 3077, off 14) 
 "deadly" 3 (L 536, off 49) (L 727, off 43) (L 2650, off 37) 
 "declared" 3 (L 2860, off 8) (L 2864, off 38) (L 3736, off 37) 
 "defective" 3 (L 4043, off 38) (L 4067, off 9) (L 4071, off 24) 
 "deposit" 3 (L 1355, off 9) (L 2085, off 31) (L 3601, off 56) 
 "depot" 3 (L 752, off 21) (L 3509, off 35) (L 3510, off 37) 
 "deputy" 3 (L 2055, off 61) (L 2373, off 0) (L 3106, off 55) 
 "derivative" 3 (L 3862, off 43) (L 3912, off 23) (L 3927, off 25) 
 "described" 3 (L 3443, off 8) (L 3523, off 34) (L 4048, off 26) 
 "destroy" 3 (L 3773, off 53) (L 3888, off 0) (L 4014, off 53) 
 "destroyed" 3 (L 1934, off 56) (L 2597, off 8) (L 2873, off 14) 
 "difficult" 3 (L 1164, off 12) (L 2538, off 10) (L 3761, off 55) 
 "directed" 3 (L 912, off 33) (L 1216, off 61) (L 2972, off 33) 
 "direful" 3 (L 455, off 18) (L 1899, off 54) (L 2239, off 52) 
 "disarmed" 3 (L 760, off 19) (L 1733, off 0) (L 3086, off 0) 
 "discharging" 3 (L 663, off 42) (L 2239, off 19) (L 2996, off 36) 
 "display" 3 (L 1625, off 13) (L 2335, off 0) (L 3972, off 20) 
 "displayed" 3 (L 302, off 25) (L 2339, off 36) (L 3938, off 55) 
 "disposition" 3 (L 744, off 41) (L 3600, off 36) (L 3796, off 25) 
 "dollar" 3 (L 1713, off 5) (L 3252, off 28) (L 3780, off 0) 
 "dreadfully" 3 (L 500, off 0) (L 724, off 35) (L 1214, off 20) 
 "dropped" 3 (L 1218, off 48) (L 1418, off 59) (L 3297, off 55) 
 "duty" 3 (L 678, off 61) (L 708, off 7) (L 3107, off 31) 
 "eastern" 3 (L 1286, off 42) (L 1323, off 30) (L 2074, off 63) 
 "eat" 3 (L 3364, off 3) (L 3487, off 33) (L 3489, off 61) 
 "edge" 3 (L 562, off 41) (L 1097, off 7) (L 2653, off 0) 
 "elapsed" 3 (L 962, off 46) (L 2115, off 13) (L 2310, off 12) 
 "eleven" 3 (L 1980, off 43) (L 2643, off 36) (L 3788, off 21) 
 "enabled" 3 (L 905, off 44) (L 1220, off 15) (L 3343, off 0) 
 "enemies" 3 (L 485, off 0) (L 607, off 58) (L 1724, off 48) 
 "entity" 3 (L 3892, off 10) (L 4066, off 45) (L 4069, off 3) 
 "equipment" 3 (L 4045, off 23) (L 4152, off 9) (L 4152, off 38) 
 "especially" 3 (L 108, off 8) (L 2691, off 20) (L 3866, off 19) 
 "evidently" 3 (L 1144, off 11) (L 3353, off 27) (L 3756, off 13) 
 "examination" 3 (L 1718, off 9) (L 2223, off 59) (L 3681, off 41) 
 "excellent" 3 (L 124, off 8) (L 2121, off 38) (L 3801, off 14) 
 "exchange" 3 (L 757, off 9) (L 1425, off 21) (L 2097, off 49) 
 "existed" 3 (L 488, off 11) (L 2312, off 12) (L 2430, off 59) 
 "expenses" 3 (L 1533, off 15) (L 4052, off 40) (L 4093, off 57) 
 "explained" 3 (L 2435, off 9) (L 2773, off 31) (L 3824, off 16) 
 "extended" 3 (L 1142, off 14) (L 1875, off 0) (L 3356, off 38) 
 "faces" 3 (L 501, off 29) (L 2296, off 59) (L 3154, off 16) 
 "facing" 3 (L 2264, off 43) (L 2340, off 58) (L 3153, off 34) 
 "fail" 3 (L 316, off 54) (L 2500, off 38) (L 3253, off 45) 
 "familiar" 3 (L 1197, off 49) (L 2823, off 21) (L 3524, off 5) 
 "fast" 3 (L 1742, off 16) (L 3513, off 45) (L 3693, off 37) 
 "favorable" 3 (L 2530, off 31) (L 2681, off 0) (L 2980, off 3) 
 "feature" 3 (L 784, off 47) (L 2809, off 54) (L 3198, off 19) 
 "fever" 3 (L 954, off 9) (L 991, off 39) (L 2008, off 18) 
 "fierce" 3 (L 1030, off 34) (L 1158, off 62) (L 1542, off 0) 
 "finds" 3 (L 2824, off 61) (L 2841, off 63) (L 2915, off 0) 
 "fine" 3 (L 2724, off 50) (L 3058, off 8) (L 3087, off 64) 
 "fire-arms" 3 (L 313, off 42) (L 1157, off 42) (L 1222, off 61) 
 "firmly" 3 (L 722, off 48) (L 890, off 57) (L 1733, off 13) 
 "fissure" 3 (L 1137, off 52) (L 1143, off 58) (L 1147, off 26) 
 "floor" 3 (L 975, off 54) (L 1203, off 24) (L 1219, off 48) 
 "foe" 3 (L 487, off 50) (L 515, off 29) (L 780, off 34) 
 "forest" 3 (L 436, off 29) (L 2725, off 17) (L 2884, off 62) 
 "forgotten" 3 (L 1014, off 52) (L 1333, off 59) (L 2005, off 60) 
 "formed" 3 (L 1545, off 0) (L 1798, off 65) (L 1954, off 33) 
 "former" 3 (L 2932, off 11) (L 2966, off 0) (L 3275, off 24) 
 "fourteen" 3 (L 312, off 54) (L 332, off 34) (L 1054, off 63) 
 "fruitless" 3 (L 1003, off 19) (L 1329, off 42) (L 1750, off 28) 
 "furnish" 3 (L 470, off 6) (L 1714, off 55) (L 3725, off 19) 
 "future" 3 (L 3902, off 33) (L 4113, off 14) (L 4113, off 50) 
 "gaining" 3 (L 1319, off 11) (L 1787, off 31) (L 2578, off 25) 
 "galloped" 3 (L 1075, off 29) (L 2259, off 0) (L 3366, off 4) 
 "giving" 3 (L 2134, off 54) (L 2793, off 58) (L 2848, off 57) 
 "gold-dust" 3 (L 2011, off 41) (L 2028, off 31) (L 2044, off 5) 
 "granted" 3 (L 1880, off 22) (L 3828, off 46) (L 4125, off 25) 
 "greater" 3 (L 1018, off 2) (L 1437, off 59) (L 3034, off 27) 
 "green" 3 (L 2296, off 3) (L 3515, off 15) (L 3520, off 9) 
 "hair" 3 (L 2814, off 17) (L 2831, off 11) (L 3154, off 44) 
 "handsome" 3 (L 2763, off 27) (L 2766, off 2) (L 2768, off 14) 
 "harvest" 3 (L 448, off 11) (L 546, off 53) (L 649, off 15) 
 "haunt" 3 (L 1286, off 29) (L 1378, off 52) (L 1518, off 47) 
 "havoc" 3 (L 627, off 56) (L 1480, off 51) (L 1841, off 9) 
 "heads" 3 (L 500, off 43) (L 1309, off 29) (L 1541, off 28) 
 "height" 3 (L 2732, off 49) (L 2813, off 3) (L 2830, off 0) 
 "hiding" 3 (L 1391, off 56) (L 1537, off 11) (L 1669, off 0) 
 "high" 3 (L 991, off 34) (L 2322, off 5) (L 2741, off 65) 
 "hot" 3 (L 582, off 49) (L 2575, off 65) (L 3574, off 54) 
 "http" 3 (L 27, off 21) (L 3841, off 8) (L 3844, off 21) 
 "immense" 3 (L 1348, off 46) (L 1393, off 26) (L 2682, off 39) 
 "impenetrable" 3 (L 1124, off 44) (L 2955, off 47) (L 3121, off 55) 
 "important" 3 (L 338, off 45) (L 3273, off 27) (L 4153, off 32) 
 "imposed" 3 (L 381, off 28) (L 2206, off 63) (L 3963, off 17) 
 "imprisonment" 3 (L 1886, off 56) (L 2104, off 0) (L 3177, off 23) 
 "inches" 3 (L 2732, off 39) (L 2812, off 64) (L 2829, off 59) 
 "included" 3 (L 6, off 30) (L 3944, off 51) (L 4189, off 38) 
 "induced" 3 (L 712, off 36) (L 844, off 54) (L 2623, off 0) 
 "inmates" 3 (L 1974, off 61) (L 3196, off 32) (L 3507, off 9) 
 "insisted" 3 (L 1556, off 57) (L 2275, off 6) (L 3255, off 35) 
 "instrument" 3 (L 1212, off 56) (L 1841, off 28) (L 1880, off 55) 
 "insult" 3 (L 3399, off 43) (L 3409, off 11) (L 3412, off 45) 
 "intellectual" 3 (L 100, off 37) (L 3885, off 45) (L 4043, off 0) 
 "intimidate" 3 (L 918, off 49) (L 2240, off 18) (L 2997, off 3) 
 "introduced" 3 (L 1878, off 47) (L 3157, off 0) (L 3494, off 47) 
 "invariably" 3 (L 1273, off 39) (L 2016, off 49) (L 2977, off 55) 
 "itself" 3 (L 1135, off 6) (L 3352, off 37) (L 3734, off 36) 
 "joined" 3 (L 292, off 44) (L 822, off 57) (L 2146, off 25) 
 "keen" 3 (L 1192, off 19) (L 2031, off 13) (L 2652, off 64) 
 "key" 3 (L 415, off 47) (L 977, off 55) (L 2349, off 37) 
 "knocked" 3 (L 968, off 0) (L 1201, off 39) (L 2349, off 0) 
 "labor" 3 (L 1149, off 60) (L 1696, off 26) (L 3290, off 29) 
 "later" 3 (L 635, off 9) (L 3257, off 59) (L 3749, off 58) 
 "leaped" 3 (L 1365, off 32) (L 2154, off 16) (L 3292, off 40) 
 "lieutenant" 3 (L 412, off 23) (L 416, off 0) (L 422, off 5) 
 "limitation" 3 (L 4080, off 31) (L 4081, off 30) (L 4084, off 0) 
 "links" 3 (L 3934, off 43) (L 3975, off 7) (L 4135, off 51) 
 "loaded" 3 (L 754, off 62) (L 1159, off 59) (L 3006, off 43) 
 "locate" 3 (L 398, off 28) (L 678, off 3) (L 1722, off 0) 
 "lock" 3 (L 977, off 20) (L 1311, off 34) (L 3660, off 4) 
 "low" 3 (L 1655, off 29) (L 3058, off 67) (L 3421, off 31) 
 "marked" 3 (L 2835, off 26) (L 3979, off 12) (L 4006, off 29) 
 "masks" 3 (L 2984, off 4) (L 3122, off 11) (L 3603, off 55) 
 "midnight" 3 (L 1825, off 36) (L 1861, off 14) (L 2143, off 7) 
 "militiamen" 3 (L 409, off 58) (L 613, off 6) (L 777, off 59) 
 "moments" 3 (L 2178, off 8) (L 2627, off 40) (L 3201, off 49) 
 "moved" 3 (L 438, off 51) (L 850, off 0) (L 3245, off 51) 
 "musket" 3 (L 700, off 44) (L 900, off 2) (L 2256, off 55) 
 "mustache" 3 (L 2731, off 0) (L 2737, off 4) (L 2815, off 15) 
 "myself" 3 (L 1168, off 45) (L 3481, off 59) (L 3750, off 62) 
 "mystery" 3 (L 2954, off 11) (L 3121, off 4) (L 3443, off 57) 
 "narrative" 3 (L 115, off 54) (L 2135, off 7) (L 2827, off 33) 
 "naturally" 3 (L 1532, off 0) (L 2748, off 27) (L 2818, off 11) 
 "navy" 3 (L 1314, off 51) (L 2158, off 0) (L 2989, off 35) 
 "northern" 3 (L 506, off 12) (L 583, off 58) (L 1596, off 0) 
 "notice" 3 (L 2704, off 40) (L 3951, off 10) (L 4189, off 28) 
 "numerous" 3 (L 122, off 52) (L 807, off 4) (L 4133, off 50) 
 "oath" 3 (L 382, off 10) (L 916, off 30) (L 3817, off 51) 
 "occupied" 3 (L 441, off 40) (L 586, off 5) (L 1167, off 31) 
 "offer" 3 (L 646, off 14) (L 3798, off 54) (L 3807, off 42) 
 "office" 3 (L 1317, off 38) (L 4131, off 27) (L 4134, off 24) 
 "officials" 3 (L 1672, off 16) (L 1798, off 43) (L 3790, off 9) 
 "opinion" 3 (L 471, off 23) (L 2601, off 0) (L 3557, off 40) 
 "opportunities" 3 (L 124, off 18) (L 2822, off 33) (L 4072, off 16) 
 "orders" 3 (L 397, off 36) (L 537, off 12) (L 2794, off 11) 
 "outlaw's" 3 (L 2907, off 3) (L 3307, off 8) (L 3394, off 7) 
 "outlaws'" 3 
 "owing" 3 (L 2436, off 5) (L 3660, off 57) (L 3823, off 46) 
 "page" 3 (L 3449, off 48) (L 4116, off 48) (L 4137, off 9) 
 "paragraphs" 3 (L 3956, off 32) (L 3958, off 26) (L 3962, off 22) 
 "participate" 3 (L 310, off 28) (L 326, off 53) (L 1197, off 13) 
 "particular" 3 (L 1436, off 30) (L 4162, off 56) (L 4190, off 47) 
 "particularly" 3 (L 1347, off 22) (L 3605, off 53) (L 4153, off 19) 
 "pass" 3 (L 484, off 52) (L 516, off 22) (L 3202, off 63) 
 "passage" 3 (L 1162, off 46) (L 1209, off 37) (L 3629, off 9) 
 "pay" 3 (L 710, off 57) (L 1399, off 50) (L 3998, off 6) 
 "payments" 3 (L 4003, off 49) (L 4006, off 2) (L 4176, off 30) 
 "penalty" 3 (L 1312, off 14) (L 2024, off 32) (L 3176, off 60) 
 "perfect" 3 (L 312, off 12) (L 982, off 22) (L 2208, off 56) 
 "performing" 3 (L 3911, off 57) (L 3926, off 51) (L 3991, off 0) 
 "permit" 3 (L 1250, off 16) (L 1413, off 0) (L 1795, off 3) 
 "persistency" 3 (L 1951, off 48) (L 2094, off 54) (L 2268, off 0) 
 "personal" 3 (L 1990, off 21) (L 3319, off 61) (L 3822, off 33) 
 "physician" 3 (L 2847, off 5) (L 3367, off 11) (L 3372, off 60) 
 "picket" 3 (L 681, off 13) (L 686, off 63) (L 690, off 0) 
 "pillage" 3 (L 440, off 64) (L 1334, off 32) (L 1889, off 4) 
 "placing" 3 (L 1352, off 13) (L 2145, off 0) (L 2346, off 63) 
 "platform" 3 (L 3512, off 33) (L 3521, off 21) (L 3643, off 62) 
 "played" 3 (L 341, off 9) (L 844, off 14) (L 2867, off 20) 
 "pleasant" 3 (L 1576, off 32) (L 2733, off 50) (L 3387, off 9) 
 "police" 3 (L 2040, off 43) (L 2043, off 4) (L 2700, off 30) 
 "porch" 3 (L 1917, off 35) (L 1924, off 52) (L 1927, off 4) 
 "possessed" 3 (L 764, off 24) (L 3583, off 55) (L 4015, off 22) 
 "pounds" 3 (L 2733, off 16) (L 2813, off 50) (L 2830, off 50) 
 "prairies" 3 (L 477, off 57) (L 582, off 53) (L 1776, off 0) 
 "previously" 3 (L 880, off 3) (L 1262, off 55) (L 2385, off 12) 
 "prime" 3 (L 530, off 4) (L 2217, off 11) (L 2609, off 4) 
 "proceed" 3 (L 765, off 0) (L 1643, off 11) (L 1714, off 43) 
 "producing" 3 (L 365, off 11) (L 2580, off 16) (L 3639, off 12) 
 "proof" 3 (L 1184, off 59) (L 3124, off 7) (L 3712, off 22) 
 "property" 3 (L 860, off 53) (L 3885, off 58) (L 4043, off 13) 
 "published" 3 (L 123, off 23) (L 2925, off 0) (L 3138, off 44) 
 "pushed" 3 (L 3024, off 20) (L 3252, off 15) (L 3654, off 0) 
 "quick" 3 (L 2818, off 30) (L 3211, off 12) (L 3215, off 55) 
 "rattle" 3 (L 511, off 25) (L 659, off 28) (L 853, off 2) 
 "really" 3 (L 2474, off 34) (L 3179, off 8) (L 3249, off 24) 
 "record" 3 (L 956, off 30) (L 1014, off 11) (L 1940, off 19) 
 "regained" 3 (L 785, off 33) (L 2032, off 24) (L 2301, off 48) 
 "relieved" 3 (L 405, off 0) (L 763, off 58) (L 1168, off 59) 
 "remarks" 3 (L 495, off 33) (L 2178, off 30) (L 2969, off 52) 
 "rendered" 3 (L 590, off 56) (L 957, off 4) (L 3344, off 20) 
 "replacement" 3 (L 4020, off 33) (L 4067, off 47) (L 4074, off 39) 
 "rescue" 3 (L 356, off 7) (L 726, off 21) (L 3262, off 19) 
 "resided" 3 (L 531, off 4) (L 2695, off 6) (L 3329, off 0) 
 "residents" 3 (L 440, off 0) (L 958, off 0) (L 1077, off 40) 
 "respectable" 3 (L 271, off 19) (L 1900, off 45) (L 3543, off 38) 
 "results" 3 (L 2268, off 36) (L 3724, off 50) (L 3797, off 45) 
 "rich" 3 (L 1775, off 52) (L 2353, off 20) (L 3469, off 64) 
 "rope" 3 (L 350, off 9) (L 352, off 0) (L 359, off 65) 
 "rude" 3 (L 3403, off 0) (L 3407, off 51) (L 3531, off 43) 
 "satisfied" 3 (L 3003, off 59) (L 3023, off 0) (L 3261, off 5) 
 "save" 3 (L 821, off 26) (L 1037, off 0) (L 1129, off 17) 
 "searched" 3 (L 1628, off 16) (L 2042, off 56) (L 3108, off 11) 
 "season" 3 (L 1775, off 5) (L 1775, off 15) (L 2713, off 8) 
 "seclusion" 3 (L 2205, off 36) (L 2691, off 55) (L 2911, off 43) 
 "secret" 3 (L 1169, off 50) (L 1537, off 4) (L 3061, off 44) 
 "secretly" 3 (L 955, off 22) (L 1258, off 44) (L 2646, off 15) 
 "separation" 3 (L 291, off 8) (L 1726, off 49) (L 2277, off 0) 
 "seriously" 3 (L 808, off 61) (L 1479, off 16) (L 3784, off 42) 
 "seventy-five" 3 (L 637, off 41) (L 924, off 30) (L 1435, off 35) 
 "severe" 3 (L 953, off 53) (L 1244, off 32) (L 3112, off 46) 
 "shrewd" 3 (L 819, off 63) (L 2360, off 8) (L 3613, off 51) 
 "shrill" 3 (L 753, off 35) (L 2019, off 48) (L 2160, off 21) 
